"Commune","Departement","Region","Code_UIC","WGS_84"
"Suze-sur-Sarthe","Sarthe","Pays de la Loire","396366","47.8919891, 0.0266367"
"Arnage","Sarthe","Pays de la Loire","396549","47.9285663, 0.1898826"
"Vaas","Sarthe","Pays de la Loire","396598","47.6707702, 0.3165096"
"Mans","Sarthe","Pays de la Loire","396002","47.995689, 0.192578"
"Tillières-sur-Avre","Eure","Normandie","393587","48.7608617, 1.0545647"
"Paris","Paris","Île-de-France","393322","48.839464, 2.2712276"
"Tacoignières","Yvelines","Île-de-France","393454","48.8295827, 1.6689566"
"Essarts-le-Roi","Yvelines","Île-de-France","393280","48.7217171, 1.8904047"
"Viroflay","Yvelines","Île-de-France","393215","48.800517, 2.1711466"
"Viroflay","Yvelines","Île-de-France","393173","48.7998005, 2.1845267"
"Longjumeau","Essonne","Île-de-France","393645","48.6851718, 2.317846"
"Perray-en-Yvelines","Yvelines","Île-de-France","393298","48.6933406, 1.856057"
"Jouy-en-Josas","Yvelines","Île-de-France","393538","48.7590575, 2.192119"
"Coignières","Yvelines","Île-de-France","393272","48.7437672, 1.920809"
"Nonant-le-Pin","Orne","Normandie","444570","48.7037802, 0.2194656"
"Rai","Orne","Normandie","444620","48.7437153, 0.5536992"
"Saint-Pierre-en-Auge","Calvados","Normandie","444216","49.0231057, -0.0405855"
"Villers-sur-Mer","Calvados","Normandie","444398","49.3159865, 0.0099283"
"Deauville","Calvados","Normandie","444372","49.360005, 0.084167"
"Merlerault","Orne","Normandie","444588","48.7024888, 0.2832169"
"Houlgate","Calvados","Normandie","444406","49.3000711, -0.0772276"
"Dieppe","Seine-Maritime","Normandie","415018","49.921788, 1.081133"
"Sevran","Seine-Saint-Denis","Île-de-France","431791","48.930895, 2.51502"
"Rosny-sur-Seine","Yvelines","Île-de-France","415885","48.997287, 1.63009"
"Beaumont-le-Roger","Eure","Normandie","387183","49.0741722, 0.7727865"
"Évreux","Eure","Normandie","387001","49.018748, 1.149629"
"Munster","Haut-Rhin","Grand Est","386540","48.0390754, 7.1528861"
"Vanves","Hauts-de-Seine","Île-de-France","391532","48.8181959, 2.2920988"
"Massy","Essonne","Île-de-France","383281","48.7343097, 2.2736721"
"Bois-Colombes","Hauts-de-Seine","Île-de-France","386300","48.913408, 2.257909"
"Issy-les-Moulineaux","Hauts-de-Seine","Île-de-France","393074","48.8201001, 2.2593469"
"Meudon","Hauts-de-Seine","Île-de-France","393108","48.8147527, 2.2410999"
"Poissy","Yvelines","Île-de-France","386573","48.9329014, 2.0413676"
"Paris","Paris","Île-de-France","393066","48.8462046, 2.2768401"
"Louargat","Côtes-d'Armor","Bretagne","473165","48.5935901, -3.3228532"
"Montauban-de-Bretagne","Ille-et-Vilaine","Bretagne","471094","48.2134717, -2.110452"
"Guipry-Messac","Ille-et-Vilaine","Bretagne","471185","47.82225, -1.81822"
"Saint-Brieuc","Côtes-d'Armor","Bretagne","473009","48.50758, -2.765"
"Rennes","Ille-et-Vilaine","Bretagne","471391","48.11918, -1.69107"
"Quédillac","Ille-et-Vilaine","Bretagne","473058","48.2484804, -2.1452204"
"Duault","Côtes-d'Armor","Bretagne","473553","48.3646275, -3.4763815"
"Carhaix-Plouguer","Finistère","Bretagne","473504","48.2780022, -3.5622173"
"Rennes","Ille-et-Vilaine","Bretagne","471003","48.103517, -1.672744"
"Alençon","Orne","Normandie","444711","48.433884, 0.098531"
"Saint-Étienne-du-Rouvray","Seine-Maritime","Normandie","411215","49.3771553, 1.1095673"
"Étainhus","Seine-Maritime","Normandie","413328","49.5612151, 0.3310234"
"Montérolier","Seine-Maritime","Normandie","411454","49.6031854, 1.3347457"
"Houlme","Seine-Maritime","Normandie","411256","49.5133331, 1.0395776"
"Havre","Seine-Maritime","Normandie","413203","49.4998007, 0.1608551"
"Rouen","Seine-Maritime","Normandie","411017","49.448764, 1.094087"
"Mende","Lozère","Occitanie","783605","44.522322, 3.5019875"
"Saint-Cyr-sur-Mer","Var","Provence-Alpes-Côte d'Azur","755215","43.185509, 5.703858"
"Ensuès-la-Redonne","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753574","43.33447, 5.1975675"
"Sausset-les-Pins","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753558","43.332864, 5.110001"
"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751636","43.3624191, 5.3399592"
"Port-de-Bouc","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753459","43.4071317, 4.9846006"
"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751826","43.3695993, 5.3578102"
"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751701","43.28818, 5.4671155"
"Lamanon","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753731","43.6999662, 5.0913333"
"Cassis","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751776","43.23406, 5.553055"
"Pertuis","Vaucluse","Provence-Alpes-Côte d'Azur","751362","43.6845547, 5.5037023"
"Saint-Raphaël","Var","Provence-Alpes-Côte d'Azur","757526","43.42356, 6.769083"
"Théoule-sur-Mer","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757583","43.5134929, 6.9367978"
"Cagnes-sur-Mer","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756320","43.65813, 7.14864"
"Cannes","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757617","43.548787, 6.986601"
"Fontan","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756858","43.9966378, 7.5516262"
"Nice","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756353","43.705554, 7.290175"
"Brigue","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756874","44.0625669, 7.6056235"
"Tende","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756890","44.1125561, 7.5627976"
"Crau","Var","Provence-Alpes-Côte d'Azur","755611","43.1449352, 6.0687663"
"Biot","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757690","43.610951, 7.12609"
"Olette","Pyrénées-Orientales","Occitanie","784728","42.55472, 2.2719309"
"Sainte-Cécile-d'Andorge","Gard","Occitanie","775239","44.2554362, 3.9758497"
"Saint-Laurent-d'Aigouze","Gard","Occitanie","775841","43.6392883, 4.1930703"
"Chamborigaud","Gard","Occitanie","775221","44.3002429, 3.9793332"
"Aimargues","Gard","Occitanie","775833","43.6786107, 4.2082933"
"Milhaud","Gard","Occitanie","775098","43.7884886, 4.3033268"
"Millau","Aveyron","Occitanie","783001","44.102344, 3.07457"
"Narbonne","Aude","Occitanie","781104","43.190387, 3.00591"
"Vias","Hérault","Occitanie","781260","43.315653, 3.4253562"
"Agde","Hérault","Occitanie","781278","43.31728, 3.466203"
"Saint-André-le-Gaz","Isère","Auvergne-Rhône-Alpes","723494","45.544518, 5.524187"
"Meximieux","Ain","Auvergne-Rhône-Alpes","723585","45.901615, 5.193534"
"Tour-du-Pin","Isère","Auvergne-Rhône-Alpes","723478","45.560277, 5.450092"
"Miribel","Ain","Auvergne-Rhône-Alpes","723718","45.8746675, 4.9108215"
"Montluel","Ain","Auvergne-Rhône-Alpes","723569","45.84777, 5.057503"
"Scherwiller","Bas-Rhin","Grand Est","214205","48.2869344, 7.4301867"
"Mertzwiller","Bas-Rhin","Grand Est","213207","48.872013, 7.6781895"
"Dachstein","Bas-Rhin","Grand Est","214551","48.5428546, 7.5330038"
"Holtzheim","Bas-Rhin","Grand Est","214510","48.555688, 7.6630912"
"Riedseltz","Bas-Rhin","Grand Est","213462","48.991063, 7.962988"
"Hunspach","Bas-Rhin","Grand Est","213454","48.9616379, 7.9537409"
"Benfeld","Bas-Rhin","Grand Est","214122","48.3735367, 7.584125"
"Epfig","Bas-Rhin","Grand Est","214221","48.3637643, 7.4504053"
"Sauto","Pyrénées-Orientales","Occitanie","784777","42.5063705, 2.1600389"
"Err","Pyrénées-Orientales","Occitanie","784843","42.442777, 2.0290375"
"Livry-Gargan","Seine-Saint-Denis","Île-de-France","988717","48.91646, 2.51504"
"Loireauxence","Loire-Atlantique","Pays de la Loire","484386","47.3744471, -1.019712"
"Châtelaillon-Plage","Charente-Maritime","Nouvelle-Aquitaine","485110","46.0783303, -1.0908909"
"Angers","Maine-et-Loire","Pays de la Loire","484048","47.4670899, -0.531894"
"Baule-Escoublac","Loire-Atlantique","Pays de la Loire","481754","47.28869, -2.389102"
"Morannes sur Sarthe-Daumeray","Maine-et-Loire","Pays de la Loire","484170","47.7390902, -0.4179693"
"Rochefort","Charente-Maritime","Nouvelle-Aquitaine","485144","45.947189, -0.963556"
"Clisson","Loire-Atlantique","Pays de la Loire","481440","47.086142, -1.286172"
"Issé","Loire-Atlantique","Pays de la Loire","481622","47.6268289, -1.45068"
"Chapelle-sur-Erdre","Loire-Atlantique","Pays de la Loire","481564","47.2972029, -1.548012"
"Château-Arnoux-Saint-Auban","Alpes-de-Haute-Provence","Provence-Alpes-Côte d'Azur","751230","44.0615651, 5.9973734"
"Saint-Pierre-en-Faucigny","Haute-Savoie","Auvergne-Rhône-Alpes","746313","46.0593442, 6.3757533"
"Saint-Georges-de-Commiers","Isère","Auvergne-Rhône-Alpes","747568","45.0437667, 5.7017874"
"Chamonix-Mont-Blanc","Haute-Savoie","Auvergne-Rhône-Alpes","746784","45.92277, 6.87363"
"Saint-Égrève","Isère","Auvergne-Rhône-Alpes","747352","45.2357234, 5.6712687"
"Chamonix-Mont-Blanc","Haute-Savoie","Auvergne-Rhône-Alpes","746842","45.9657075, 6.910179"
"Panissage","Isère","Auvergne-Rhône-Alpes","747204","45.491703, 5.4721424"
"Reignier-Ésery","Haute-Savoie","Auvergne-Rhône-Alpes","746511","46.1256159, 6.2675466"
"Servoz","Haute-Savoie","Auvergne-Rhône-Alpes","746719","45.9244592, 6.763444"
"Houches","Haute-Savoie","Auvergne-Rhône-Alpes","746727","45.9088517, 6.7726673"
"Brassac-les-Mines","Puy-de-Dôme","Auvergne-Rhône-Alpes","734244","45.414246, 3.330167"
"Saint-Étienne","Loire","Auvergne-Rhône-Alpes","726174","45.4371122, 4.3782267"
"Chambon-Feugerolles","Loire","Auvergne-Rhône-Alpes","726711","45.3947427, 4.3223823"
"Mâcon","Saône-et-Loire","Bourgogne-Franche-Comté","725705","46.282884, 4.778876"
"Saint-Marcel","Ain","Auvergne-Rhône-Alpes","723742","45.9503701, 4.9775148"
"Veauche","Loire","Auvergne-Rhône-Alpes","726208","45.565928, 4.293438"
"Mionnay","Ain","Auvergne-Rhône-Alpes","723726","45.8966784, 4.919752"
"Gannat","Allier","Auvergne-Rhône-Alpes","732404","46.0975964, 3.2047514"
"Roanne","Loire","Auvergne-Rhône-Alpes","726802","46.039383, 4.063207"
"Vichy","Allier","Auvergne-Rhône-Alpes","732008","46.126979, 3.430448"
"Chamalières-sur-Loire","Haute-Loire","Auvergne-Rhône-Alpes","734731","45.2047385, 3.9909202"
"Lépin-le-Lac","Savoie","Auvergne-Rhône-Alpes","741439","45.541519, 5.7649834"
"Paulhaguet","Haute-Loire","Auvergne-Rhône-Alpes","734301","45.1605341, 3.4947035"
"Abrets en Dauphiné","Isère","Auvergne-Rhône-Alpes","741496","45.5421091, 5.5754876"
"Pont-de-Beauvoisin","Isère","Auvergne-Rhône-Alpes","741470","45.524636, 5.680772"
"Vions","Savoie","Auvergne-Rhône-Alpes","741108","45.8243131, 5.8072311"
"Retournac","Haute-Loire","Auvergne-Rhône-Alpes","734749","45.2013468, 4.0361169"
"Montmélian","Savoie","Auvergne-Rhône-Alpes","741181","45.503059, 6.043289"
"Langogne","Lozère","Occitanie","734350","44.732776, 3.8573047"
"Culoz","Ain","Auvergne-Rhône-Alpes","741074","45.843264, 5.778784"
"Morières-lès-Avignon","Vaucluse","Provence-Alpes-Côte d'Azur","765420","43.9414696, 4.9082052"
"Châteauneuf-de-Gadagne","Vaucluse","Provence-Alpes-Côte d'Azur","765446","43.9296817, 4.9568087"
"Cannes","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757740","43.5581088, 6.9720902"
"Avignon","Vaucluse","Provence-Alpes-Côte d'Azur","765008","43.9419, 4.805281"
"Sorgues","Vaucluse","Provence-Alpes-Côte d'Azur","765206","44.0053909, 4.8756182"
"Bédarrides","Vaucluse","Provence-Alpes-Côte d'Azur","765198","44.0407636, 4.8931321"
"Loriol-sur-Drôme","Drôme","Auvergne-Rhône-Alpes","761262","44.7544973, 4.8171679"
"Montélimar","Drôme","Auvergne-Rhône-Alpes","764001","44.559079, 4.744792"
"Thor","Vaucluse","Provence-Alpes-Côte d'Azur","765453","43.9265047, 4.9962663"
"Embrun","Hautes-Alpes","Provence-Alpes-Côte d'Azur","763466","44.567008, 6.496773"
"Saint-Clair-du-Rhône","Isère","Auvergne-Rhône-Alpes","722652","45.450392, 4.769707"
"Saint-Quentin-Fallavier","Isère","Auvergne-Rhône-Alpes","723387","45.638109, 5.099896"
"Francheville","Rhône","Auvergne-Rhône-Alpes","722702","45.7336473, 4.7693729"
"Givors","Rhône","Auvergne-Rhône-Alpes","722439","45.5957662, 4.7725754"
"Hayange","Moselle","Grand Est","191239","49.33053, 6.07245"
"Pagny-sur-Moselle","Meurthe-et-Moselle","Grand Est","192468","48.9852003, 6.0250346"
"Amnéville","Moselle","Grand Est","191742","49.2608222, 6.1358897"
"Ars-sur-Moselle","Moselle","Grand Est","192401","49.0744745, 6.0776461"
"Hombourg-Haut","Moselle","Grand Est","193276","49.1261085, 6.7742703"
"Rémelfing","Moselle","Grand Est","193623","49.091627, 7.0915336"
"Jœuf","Meurthe-et-Moselle","Grand Est","191700","49.2250083, 6.0177021"
"Sarralbe","Moselle","Grand Est","193714","49.0009161, 7.0367713"
"Morhange","Moselle","Grand Est","192286","48.9366239, 6.6590266"
"Zetting","Moselle","Grand Est","193649","49.0783736, 7.13454"
"Lemberg","Moselle","Grand Est","193813","49.00075, 7.37962"
"Bertrichamps","Meurthe-et-Moselle","Grand Est","141424","48.4283359, 6.7912343"
"Chenevières","Meurthe-et-Moselle","Grand Est","141382","48.5195062, 6.6325613"
"Azerailles","Meurthe-et-Moselle","Grand Est","141408","48.4913355, 6.695778"
"Liverdun","Meurthe-et-Moselle","Grand Est","141069","48.7493158, 6.0617374"
"Neufchâteau","Vosges","Grand Est","141291","48.3583428, 5.6904018"
"Crécy-la-Chapelle","Seine-et-Marne","Île-de-France","116772","48.859391, 2.905748"
"Montceau-les-Mines","Saône-et-Loire","Bourgogne-Franche-Comté","694620","46.6706636, 4.3610264"
"Nuits-Saint-Georges","Côte-d'Or","Bourgogne-Franche-Comté","713529","47.130545, 4.956204"
"Venarey-les-Laumes","Côte-d'Or","Bourgogne-Franche-Comté","713115","47.543054, 4.462602"
"Neuilly-lès-Dijon","Côte-d'Or","Bourgogne-Franche-Comté","712182","47.2815829, 5.1111983"
"Chauffailles","Saône-et-Loire","Bourgogne-Franche-Comté","694778","46.2074552, 4.3454278"
"Villeneuve-sur-Allier","Allier","Auvergne-Rhône-Alpes","696310","46.6592073, 3.2469557"
"Verrey-sous-Salmaise","Côte-d'Or","Bourgogne-Franche-Comté","713081","47.4385905, 4.6700223"
"Meursault","Côte-d'Or","Bourgogne-Franche-Comté","713560","46.9690497, 4.7954444"
"Tronsanges","Nièvre","Bourgogne-Franche-Comté","696203","47.113029, 3.0541532"
"Tonnerre","Yonne","Bourgogne-Franche-Comté","713198","47.85938, 3.97355"
"Lucy-sur-Cure","Yonne","Bourgogne-Franche-Comté","683672","47.6281383, 3.7458789"
"Sermizelles","Yonne","Bourgogne-Franche-Comté","683722","47.5289068, 3.7928695"
"Mailly-la-Ville","Yonne","Bourgogne-Franche-Comté","683847","47.6041692, 3.6751472"
"Étang-sur-Arroux","Saône-et-Loire","Bourgogne-Franche-Comté","694141","46.8679082, 4.1838415"
"Creusot","Saône-et-Loire","Bourgogne-Franche-Comté","694000","46.807815, 4.4304403"
"Varennes-Vauzelles","Nièvre","Bourgogne-Franche-Comté","691469","47.0013565, 3.1342094"
"Marche","Nièvre","Bourgogne-Franche-Comté","691394","47.1396975, 3.0395468"
"Garchizy","Nièvre","Bourgogne-Franche-Comté","691436","47.0429987, 3.0858769"
"Souppes-sur-Loing","Seine-et-Marne","Île-de-France","684217","48.181907, 2.734971"
"Bagneaux-sur-Loing","Seine-et-Marne","Île-de-France","684191","48.2304802, 2.7033327"
"Pont-sur-Yonne","Yonne","Bourgogne-Franche-Comté","683136","48.286287, 3.201463"
"Vincelles","Yonne","Bourgogne-Franche-Comté","683631","47.7042304, 3.6284728"
"Villeneuve-Saint-Georges","Val-de-Marne","Île-de-France","681825","48.730113, 2.446011"
"Saint-Fargeau-Ponthierry","Seine-et-Marne","Île-de-France","682526","48.534933, 2.54459"
"Villeneuve-Saint-Georges","Val-de-Marne","Île-de-France","681809","48.745198, 2.438192"
"Livry-sur-Seine","Seine-et-Marne","Île-de-France","682401","48.5104579, 2.6788796"
"Corbeil-Essonnes","Essonne","Île-de-France","681601","48.606095, 2.463701"
"Ferté-Alais","Essonne","Île-de-France","681452","48.484876, 2.35161"
"Melun","Seine-et-Marne","Île-de-France","682005","48.527662, 2.655404"
"Brunoy","Essonne","Île-de-France","682120","48.699112, 2.506422"
"Bénesse-Maremne","Landes","Nouvelle-Aquitaine","673285","43.6277484, -1.3698505"
"Arengosse","Landes","Nouvelle-Aquitaine","671479","44.0069764, -0.8093835"
"Tournay","Hautes-Pyrénées","Occitanie","671172","43.1836066, 0.2389703"
"Morcenx","Landes","Nouvelle-Aquitaine","673103","44.033565, -0.90864"
"Jurançon","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672600","43.2857104, -0.3791261"
"Ossun","Hautes-Pyrénées","Occitanie","671313","43.1833684, -0.0214839"
"Dax","Landes","Nouvelle-Aquitaine","673202","43.720472, -1.050301"
"Évry","Essonne","Île-de-France","681387","48.625507, 2.428581"
"Corbeil-Essonnes","Essonne","Île-de-France","681007","48.61403, 2.47401"
"Corbeil-Essonnes","Essonne","Île-de-France","681403","48.58626, 2.47332"
"Baraqueville","Aveyron","Occitanie","615757","44.2704368, 2.4275453"
"Lézignan-Corbières","Aude","Occitanie","615112","43.1999609, 2.7699635"
"Campagne-sur-Aude","Aude","Occitanie","615229","42.9169668, 2.2056265"
"Couffoulens","Aude","Occitanie","615120","43.1555365, 2.3161754"
"Damiatte","Tarn","Occitanie","615484","43.6566194, 1.9733585"
"Marssac-sur-Tarn","Tarn","Occitanie","615419","43.9151803, 2.026913"
"Coufouleux","Tarn","Occitanie","615328","43.819751, 1.730567"
"Gaillac","Tarn","Occitanie","615245","43.9284209, 1.9369531"
"Labruguière","Tarn","Occitanie","615526","43.5425692, 2.2594728"
"Carmaux","Tarn","Occitanie","615625","44.048782, 2.152401"
"Avignonet-Lauragais","Haute-Garonne","Occitanie","616011","43.3638769, 1.7872687"
"Pontgibaud","Puy-de-Dôme","Auvergne-Rhône-Alpes","641316","45.8210001, 2.8458031"
"Lapeyrouse","Puy-de-Dôme","Auvergne-Rhône-Alpes","641043","46.2267825, 2.893393"
"Luc-la-Primaube","Aveyron","Occitanie","615773","44.2913982, 2.5544751"
"Vaux","Allier","Auvergne-Rhône-Alpes","641373","46.4147461, 2.6001018"
"Bellenaves","Allier","Auvergne-Rhône-Alpes","641068","46.199256, 3.0665239"
"Pommevic","Tarn-et-Garonne","Occitanie","618058","44.1021631, 0.9333201"
"Boisset","Cantal","Auvergne-Rhône-Alpes","645184","44.786038, 2.2497669"
"Audes","Allier","Auvergne-Rhône-Alpes","641365","46.4641418, 2.6028771"
"Maurs","Cantal","Auvergne-Rhône-Alpes","645168","44.7061543, 2.1995656"
"Ax-les-Thermes","Ariège","Occitanie","611533","42.7247967, 1.8332516"
"Vernet","Ariège","Occitanie","611350","43.1894138, 1.6116214"
"Auterive","Haute-Garonne","Occitanie","611384","43.348993, 1.468831"
"Aubiet","Gers","Occitanie","611764","43.6502068, 0.7891179"
"Argelès-sur-Mer","Pyrénées-Orientales","Occitanie","784231","42.54397, 3.022349"
"Ille-sur-Têt","Pyrénées-Orientales","Occitanie","784561","42.6682396, 2.6242863"
"Marquixanes","Pyrénées-Orientales","Occitanie","784629","42.6428224, 2.4858388"
"Soler","Pyrénées-Orientales","Occitanie","784512","42.6787626, 2.7930798"
"Salelles","Lozère","Occitanie","783514","44.4832687, 3.2804008"
"Vinça","Pyrénées-Orientales","Occitanie","784611","42.6481368, 2.5276163"
"Esclanèdes","Lozère","Occitanie","783548","44.4813286, 3.358325"
"Chanac","Lozère","Occitanie","783530","44.4739786, 3.3454117"
"Berre-l'Étang","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753228","43.5008861, 5.1789508"
"Ollioules","Var","Provence-Alpes-Côte d'Azur","755231","43.122586, 5.824979"
"Cagnes-sur-Mer","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756338","43.660465, 7.167111"
"Fos-sur-Mer","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753442","43.428029, 4.974579"
"Puget-sur-Argens","Var","Provence-Alpes-Côte d'Azur","755363","43.283085, 6.1384483"
"Istres","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753426","43.4966716, 4.9731266"
"Gonfaron","Var","Provence-Alpes-Côte d'Azur","755397","43.3171516, 6.2817644"
"Garde","Var","Provence-Alpes-Côte d'Azur","755306","43.1187044, 6.0100767"
"Nice","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756056","43.704556, 7.261904"
"Toulon","Var","Provence-Alpes-Côte d'Azur","755009","43.12837, 5.929293"
"Fleurville","Saône-et-Loire","Bourgogne-Franche-Comté","725663","46.4509279, 4.8840722"
"Chamelet","Rhône","Auvergne-Rhône-Alpes","721829","45.9816414, 4.5069346"
"Tassin-la-Demi-Lune","Rhône","Auvergne-Rhône-Alpes","721514","45.76151, 4.75857"
