"Commune","Departement","Region","Code_UIC","WGS_84"
"Chocques","Pas-de-Calais","Hauts-de-France","342220","50.5382038, 2.564749"
"Lavaur","Tarn","Occitanie","328021","43.7340198, 1.7546798"
"Bassée","Nord","Hauts-de-France","342436","50.52799, 2.80482"
"Wallers","Nord","Hauts-de-France","343301","50.384611, 3.3937454"
"Neuville-sur-Oise","Val-d'Oise","Île-de-France","334482","49.01426, 2.07886"
"Rang-du-Fliers","Pas-de-Calais","Hauts-de-France","317057","50.41579, 1.64805"
"Montreuil","Pas-de-Calais","Hauts-de-France","317164","50.4661948, 1.7691662"
"Wimereux","Pas-de-Calais","Hauts-de-France","317123","50.7638456, 1.6137455"
"Beaurainville","Pas-de-Calais","Hauts-de-France","317198","50.422891, 1.895345"
"Calais","Pas-de-Calais","Hauts-de-France","317305","50.940831, 1.8496343"
"Quesnoy-le-Montant","Somme","Hauts-de-France","317487","50.1089683, 1.7024945"
"Avignon","Vaucluse","Provence-Alpes-Côte d'Azur","318964","43.921586, 4.786079"
"Caffiers","Pas-de-Calais","Hauts-de-France","317321","50.8500679, 1.8120345"
"Feuquières-en-Vimeu","Somme","Hauts-de-France","316752","50.0648443, 1.605574"
"Abbeville","Somme","Hauts-de-France","317362","50.10221, 1.82449"
"Allonne","Oise","Hauts-de-France","316422","49.414583, 2.1355274"
"Aubin-Saint-Vaast","Pas-de-Calais","Hauts-de-France","316604","50.3946137, 1.9705382"
"Saint-Omer-en-Chaussée","Oise","Hauts-de-France","313718","49.5306261, 1.9970829"
"Laboissière-en-Thelle","Oise","Hauts-de-France","313676","49.2885368, 2.1361486"
"Villers-Saint-Sépulcre","Oise","Hauts-de-France","313593","49.3680779, 2.2204386"
"Montreuil-sur-Thérain","Oise","Hauts-de-France","316406","49.38152, 2.2002529"
"Milly-sur-Thérain","Oise","Hauts-de-France","313700","49.5035256, 1.988233"
"Thézy-Glimont","Somme","Hauts-de-France","316125","49.8118528, 2.435931"
"Breteuil","Oise","Hauts-de-France","313247","49.626389, 2.3845164"
"Herchies","Oise","Hauts-de-France","313692","49.4879546, 2.0109273"
"Quesnoy-sur-Deûle","Nord","Hauts-de-France","286245","50.7081361, 2.9952832"
"Comines","Nord","Hauts-de-France","287193","50.7403764, 3.0092045"
"Wavrin","Nord","Hauts-de-France","286427","50.5661459, 2.9261079"
"Pérenchies","Nord","Hauts-de-France","286278","50.66697, 2.97729"
"Templeuve-en-Pévèle","Nord","Hauts-de-France","286625","50.52863, 3.17559"
"Armentières","Nord","Hauts-de-France","286146","50.68084, 2.87763"
"Cobrieux","Nord","Hauts-de-France","287243","50.5402798, 3.2191247"
"Landas","Nord","Hauts-de-France","286575","50.4687775, 3.290568"
"Lesquin","Nord","Hauts-de-France","286849","50.59068, 3.11771"
"Hirson","Aisne","Hauts-de-France","295063","49.91455, 4.08432"
"Bourg-Bruche","Bas-Rhin","Grand Est","214775","48.3598566, 7.1371919"
"Diemeringen","Bas-Rhin","Grand Est","215665","48.9405, 7.18529"
"Sarrebourg","Moselle","Grand Est","215012","48.73808, 7.05285"
"Paris","Paris","Île-de-France","271007","48.880185, 2.355151"
"","","","697300",""
"Saint-Sébastien-sur-Loire","Loire-Atlantique","Pays de la Loire","354589","47.2069513, -1.5109069"
"Champagnole","Jura","Bourgogne-Franche-Comté","352047","46.742483, 5.9198128"
"Saint-Sébastien-sur-Loire","Loire-Atlantique","Pays de la Loire","354597","47.1903914, -1.4957437"
"Sallaumines","Pas-de-Calais","Hauts-de-France","345124","50.4157922, 2.8632044"
"Loison-sous-Lens","Pas-de-Calais","Hauts-de-France","345231","50.4401891, 2.8592403"
"Hénin-Beaumont","Pas-de-Calais","Hauts-de-France","345157","50.41706, 2.95211"
"Aubigny-au-Bac","Nord","Hauts-de-France","345447","50.2685315, 3.158706"
"Vayres","Gironde","Nouvelle-Aquitaine","584714","44.89717, -0.31686"
"Lussac-les-Châteaux","Vienne","Nouvelle-Aquitaine","575845","46.4051106, 0.7186918"
"Romorantin-Lanthenay","Loir-et-Cher","Centre-Val de Loire","576173","47.3669948, 1.7403794"
"Ferté-Imbault","Loir-et-Cher","Centre-Val de Loire","576082","47.3835442, 1.9580537"
"Margaux-Cantenac","Gironde","Nouvelle-Aquitaine","581215","45.0358307, -0.6854145"
"Val-Fouzon","Indre","Centre-Val de Loire","576231","47.2144095, 1.6145221"
"Ludon-Médoc","Gironde","Nouvelle-Aquitaine","581181","44.9744015, -0.6118009"
"Macau","Gironde","Nouvelle-Aquitaine","581199","45.0040981, -0.6200068"
"Marmagne","Cher","Centre-Val de Loire","576132","47.1001505, 2.2819971"
"Foëcy","Cher","Centre-Val de Loire","576108","47.1756905, 2.1625062"
"Avord","Cher","Centre-Val de Loire","576439","47.0349061, 2.6523757"
"Saint-Germain-les-Belles","Haute-Vienne","Nouvelle-Aquitaine","592287","45.6098703, 1.4800397"
"Saint-Sulpice-Laurière","Haute-Vienne","Nouvelle-Aquitaine","592345","46.0469183, 1.4762218"
"Saint-Denis-des-Murs","Haute-Vienne","Nouvelle-Aquitaine","592097","45.7889106, 1.5514368"
"Neuvic-Entier","Haute-Vienne","Nouvelle-Aquitaine","592105","45.759316, 1.6453027"
"Saillat-sur-Vienne","Haute-Vienne","Nouvelle-Aquitaine","592717","45.8696297, 0.8117415"
"Eymoutiers","Haute-Vienne","Nouvelle-Aquitaine","592121","45.7397876, 1.7412237"
"Coquille","Dordogne","Nouvelle-Aquitaine","592501","45.5408509, 0.9744005"
"Saint-Sébastien","Creuse","Nouvelle-Aquitaine","592493","46.3859938, 1.5466809"
"Bosmie-l'Aiguille","Haute-Vienne","Nouvelle-Aquitaine","592634","45.7783702, 1.2049024"
"Bellac","Haute-Vienne","Nouvelle-Aquitaine","592485","46.1252044, 1.0461168"
"Castillon-la-Bataille","Gironde","Nouvelle-Aquitaine","584136","44.856999, -0.04066"
"Parempuyre","Gironde","Nouvelle-Aquitaine","581710","44.9447032, -0.6193396"
"Ruffec","Charente","Nouvelle-Aquitaine","583849","46.0305185, 0.1902055"
"Marcheprime","Gironde","Nouvelle-Aquitaine","582445","44.690543, -0.85381"
"Preignac","Gironde","Nouvelle-Aquitaine","582767","44.5783064, -0.3022296"
"Gujan-Mestras","Gironde","Nouvelle-Aquitaine","582635","44.639879, -1.116"
"Réole","Gironde","Nouvelle-Aquitaine","582866","44.579742, -0.03057"
"Teich","Gironde","Nouvelle-Aquitaine","582601","44.632507, -1.025556"
"Pessac","Gironde","Nouvelle-Aquitaine","581751","44.80461, -0.63185"
"Langon","Gironde","Nouvelle-Aquitaine","582775","44.555448, -0.25554"
"Saint-Yzan-de-Soudiac","Gironde","Nouvelle-Aquitaine","491209","45.139072, -0.3917824"
"Loire-Authion","Maine-et-Loire","Pays de la Loire","487892","47.4122473, -0.3182267"
"Bussac-Forêt","Charente-Maritime","Nouvelle-Aquitaine","491191","45.211928, -0.3682457"
"Pons","Charente-Maritime","Nouvelle-Aquitaine","491100","45.5780767, -0.5389124"
"Saumur","Maine-et-Loire","Pays de la Loire","487603","47.269, -0.07136"
"Cubzac-les-Ponts","Gironde","Nouvelle-Aquitaine","491266","44.9729407, -0.4590937"
"Chapelle-Saint-Mesmin","Loiret","Centre-Val de Loire","543371","47.8929293, 1.8268193"
"Cognac","Charente","Nouvelle-Aquitaine","491449","45.684682, -0.326112"
"Ambarès-et-Lagrave","Gironde","Nouvelle-Aquitaine","491274","44.9356421, -0.477021"
"Sainte-Geneviève-des-Bois","Essonne","Île-de-France","545210","48.653245, 2.313161"
"Saint-Michel-sur-Orge","Essonne","Île-de-France","545202","48.635479, 2.306632"
"Villeneuve-le-Roi","Val-de-Marne","Île-de-France","545277","48.739908, 2.426084"
"Guillerval","Essonne","Île-de-France","545129","48.3744455, 2.0598748"
"Étréchy","Essonne","Île-de-France","545145","48.493727, 2.194323"
"Arpajon","Essonne","Île-de-France","545467","48.58617, 2.24112"
"Bachellerie","Dordogne","Nouvelle-Aquitaine","595595","45.1511154, 1.1601301"
"Lavaveix-les-Mines","Creuse","Nouvelle-Aquitaine","597781","46.0795307, 2.0890801"
"Buisson-de-Cadouin","Dordogne","Nouvelle-Aquitaine","595751","44.84723, 0.9081756"
"Sarlat-la-Canéda","Dordogne","Nouvelle-Aquitaine","595827","44.8770213, 1.220328"
"Longages","Haute-Garonne","Occitanie","611053","43.3563239, 1.2519529"
"Neuvy-Pailloux","Indre","Centre-Val de Loire","597070","46.883564, 1.8642473"
"Fauga","Haute-Garonne","Occitanie","611046","43.4043288, 1.2827183"
"Éguzon-Chantôme","Indre","Centre-Val de Loire","597153","46.4397694, 1.5521707"
"Carbonne","Haute-Garonne","Occitanie","611061","43.298206, 1.212531"
"Aubusson","Creuse","Nouvelle-Aquitaine","597823","45.9596691, 2.1617231"
"Mignaloux-Beauvoir","Vienne","Nouvelle-Aquitaine","575704","46.5261427, 0.4117391"
"Saint-Amand-Longpré","Loir-et-Cher","Centre-Val de Loire","574640","47.693141, 1.0119896"
"Chissay-en-Touraine","Loir-et-Cher","Centre-Val de Loire","574848","47.3349004, 1.1333044"
"Anché","Vienne","Nouvelle-Aquitaine","575332","46.3496187, 0.2503424"
"Montlouis-sur-Loire","Indre-et-Loire","Centre-Val de Loire","574434","47.3715058, 0.8199079"
"Vivonne","Vienne","Nouvelle-Aquitaine","575290","46.4266355, 0.2653156"
"Meung-sur-Loire","Loiret","Centre-Val de Loire","574137","47.829926, 1.691928"
"Vendôme","Loir-et-Cher","Centre-Val de Loire","574558","47.8021498, 1.0678728"
"Limeray","Indre-et-Loire","Centre-Val de Loire","574335","47.4502088, 1.0499661"
"Langeais","Indre-et-Loire","Centre-Val de Loire","571828","47.324114, 0.410557"
"Bassillac et Auberoche","Dordogne","Nouvelle-Aquitaine","595538","45.1290571, 0.9180406"
"Saint-Yrieix-la-Perche","Haute-Vienne","Nouvelle-Aquitaine","592824","45.5192516, 1.2053608"
"Quatre-Routes-du-Lot","Lot","Occitanie","594564","44.9974864, 1.6439067"
"Limeyrat","Dordogne","Nouvelle-Aquitaine","595553","45.1562615, 0.9776842"
"Arnac-Pompadour","Corrèze","Nouvelle-Aquitaine","594663","45.3952807, 1.3871677"
"Égletons","Corrèze","Nouvelle-Aquitaine","594168","45.4023816, 2.0651243"
"Meyze","Haute-Vienne","Nouvelle-Aquitaine","592808","45.6212964, 1.2123135"
"Meymac","Corrèze","Nouvelle-Aquitaine","594275","45.5302313, 2.1640905"
"Nexon","Haute-Vienne","Nouvelle-Aquitaine","592725","45.6915692, 1.1784396"
"Objat","Corrèze","Nouvelle-Aquitaine","594630","45.2647335, 1.4068293"
"Mothe-Saint-Héray","Deux-Sèvres","Nouvelle-Aquitaine","485508","46.3807592, -0.1298415"
"Saint-Hilaire-de-Riez","Vendée","Pays de la Loire","486563","46.7166736, -1.9496838"
"Bellevigny","Vendée","Pays de la Loire","486142","46.788316, -1.4346673"
"Achards","Vendée","Pays de la Loire","486423","46.6068648, -1.6596359"
"Bressuire","Deux-Sèvres","Nouvelle-Aquitaine","487249","46.8384462, -0.4963269"
"Lusignan","Vienne","Nouvelle-Aquitaine","485540","46.4354949, 0.116555"
"Saint-Étienne-de-Montluc","Loire-Atlantique","Pays de la Loire","481812","47.2747167, -1.7857107"
"Prissé-la-Charrière","Deux-Sèvres","Nouvelle-Aquitaine","485359","46.15277, -0.4936249"
"Beauvoir-sur-Niort","Deux-Sèvres","Nouvelle-Aquitaine","485342","46.1768857, -0.4687544"
"Mauzé-sur-le-Mignon","Deux-Sèvres","Nouvelle-Aquitaine","485250","46.1995881, -0.6737264"
"Pontchâteau","Loire-Atlantique","Pays de la Loire","481846","47.435399, -2.088201"
"Cordemais","Loire-Atlantique","Pays de la Loire","481820","47.3021502, -1.8466771"
"Cholet","Maine-et-Loire","Pays de la Loire","484303","47.065698, -0.869583"
"Verneuil d'Avre et d'Iton","Eure","Normandie","393595","48.7424857, 0.9291925"
"Clayes-sous-Bois","Yvelines","Île-de-France","393413","48.8239168, 1.9930652"
"Issy-les-Moulineaux","Hauts-de-Seine","Île-de-France","393306","48.8295555, 2.2635936"
"Fontenay-le-Fleury","Yvelines","Île-de-France","393405","48.8074032, 2.0404603"
"Massy","Essonne","Île-de-France","393579","48.7264211, 2.2575281"
"Versailles","Yvelines","Île-de-France","393165","48.7969381, 2.1540156"
"Plaisir","Yvelines","Île-de-France","393421","48.8316509, 1.9432973"
"Verrière","Yvelines","Île-de-France","393256","48.7556954, 1.943674"
"Paris","Paris","Île-de-France","393033","48.8619133, 2.3150151"
"Bièvres","Essonne","Île-de-France","393546","48.7513289, 2.2157279"
"Mouans-Sartoux","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","401323","43.620318, 6.974114"
"Walbach","Haut-Rhin","Grand Est","182360","48.0580062, 7.2334758"
"Munster","Haut-Rhin","Grand Est","182394","48.0383438, 7.1341728"
"Saint-Péray","Ardèche","Auvergne-Rhône-Alpes","761494","44.94771, 4.85035"
"Marans","Charente-Maritime","Nouvelle-Aquitaine","485060","46.30433, -1.00127"
"Lacapelle-Viescamp","Cantal","Auvergne-Rhône-Alpes","645119","44.91831, 2.29021"
"Paris","Paris","Île-de-France","654798","48.89602, 2.37397"
"Fère-en-Tardenois","Aisne","Hauts-de-France","171371","49.2085631, 3.5042685"
"Étival-Clairefontaine","Vosges","Grand Est","144642","48.3671987, 6.8769607"
"Rozières-sur-Mouzon","Vosges","Grand Est","144311","48.1208921, 5.7054886"
"Saint-Denis","Seine-Saint-Denis","Île-de-France","164780","48.91779, 2.35134"
"Breuil","Marne","Grand Est","171322","49.3084141, 3.7665322"
"Bazoches-sur-Vesles","Aisne","Hauts-de-France","171348","49.30518, 3.6163588"
"Fismes","Marne","Grand Est","171330","49.310665, 3.68213"
"Capavenir Vosges","Vosges","Grand Est","144097","48.24465, 6.416384"
"Vittel","Vosges","Grand Est","144279","48.2024882, 5.9418718"
"Igney","Vosges","Grand Est","144089","48.2709639, 6.3995463"
"Tour-de-Salvagny","Rhône","Auvergne-Rhône-Alpes","208553","45.7878115, 4.7309383"
"Schweighouse-sur-Moder","Bas-Rhin","Grand Est","213108","48.8286765, 7.7425635"
"Gundershoffen","Bas-Rhin","Grand Est","213223","48.905261, 7.6535345"
"Sarreinsming","Moselle","Grand Est","193631","49.086306, 7.1120387"
"Rœschwoog","Bas-Rhin","Grand Est","212407","48.8334661, 8.0298738"
"Vendenheim","Bas-Rhin","Grand Est","212118","48.6659659, 7.7177824"
"Wittring","Moselle","Grand Est","193656","49.0559404, 7.1410655"
"Saverne","Bas-Rhin","Grand Est","212225","48.7444606, 7.3620802"
"Mothern","Bas-Rhin","Grand Est","212456","48.9347327, 8.1615803"
"Wœlfling-lès-Sarreguemines","Moselle","Grand Est","193771","49.094747, 7.190609"
"","","","751495","44.0911111, 6.23138888889"
"Monistrol-d'Allier","Haute-Loire","Auvergne-Rhône-Alpes","734335","44.9696648, 3.6500424"
"Vissac-Auteyrac","Haute-Loire","Auvergne-Rhône-Alpes","731828","45.1228045, 3.6104913"
"Clermont-Ferrand","Puy-de-Dôme","Auvergne-Rhône-Alpes","734004","45.778945, 3.100543"
"Royat","Puy-de-Dôme","Auvergne-Rhône-Alpes","734038","45.7676495, 3.0615022"
"Fraisses","Loire","Auvergne-Rhône-Alpes","726737","45.3948228, 4.2610375"
"Beauzac","Haute-Loire","Auvergne-Rhône-Alpes","726786","45.2597792, 4.1372431"
"Saint Bonnet-Laval","Lozère","Occitanie","734343","44.8380008, 3.741923"
"Saint-Fons","Rhône","Auvergne-Rhône-Alpes","728501","45.7058114, 4.8525663"
"Coteau","Loire","Auvergne-Rhône-Alpes","726828","46.023984, 4.086248"
"Feurs","Loire","Auvergne-Rhône-Alpes","726877","45.744156, 4.230573"
"Pontcharra-sur-Turdine","Rhône","Auvergne-Rhône-Alpes","721464","45.8714911, 4.4927781"
"Légny","Rhône","Auvergne-Rhône-Alpes","721787","45.9065839, 4.575043"
"Dommartin","Rhône","Auvergne-Rhône-Alpes","721738","45.8397811, 4.7344831"
"Verpillière","Isère","Auvergne-Rhône-Alpes","723395","45.6276, 5.150866"
"Saint-Priest","Rhône","Auvergne-Rhône-Alpes","723353","45.686659, 4.934242"
"Chessy","Rhône","Auvergne-Rhône-Alpes","721761","45.885545, 4.6222625"
"Givors","Rhône","Auvergne-Rhône-Alpes","722405","45.584948, 4.766086"
"Feyzin","Rhône","Auvergne-Rhône-Alpes","722538","45.6658584, 4.8531349"
"Fontpédrouse","Pyrénées-Orientales","Occitanie","784769","42.5138062, 2.1886585"
"Font-Romeu-Odeillo-Via","Pyrénées-Orientales","Occitanie","784819","42.4912317, 2.0383917"
"Sainte-Léocadie","Pyrénées-Orientales","Occitanie","784850","42.4411844, 2.0104348"
"Canaveilles","Pyrénées-Orientales","Occitanie","784744","42.5288009, 2.249094"
"Ur","Pyrénées-Orientales","Occitanie","784884","42.457481, 1.9404821"
"Estavar","Pyrénées-Orientales","Occitanie","784827","42.4632434, 2.0179071"
"Planès","Pyrénées-Orientales","Occitanie","784785","42.5009185, 2.1369269"
"Nyer","Pyrénées-Orientales","Occitanie","784736","42.5416979, 2.2630177"
"Saint-Julien-du-Sault","Yonne","Bourgogne-Franche-Comté","683227","48.0269195, 3.302688"
"Villeneuve-la-Guyard","Yonne","Bourgogne-Franche-Comté","683102","48.342425, 3.071655"
"Villeneuve-sur-Yonne","Yonne","Bourgogne-Franche-Comté","683219","48.0850129, 3.2869251"
"Chemilly-sur-Yonne","Yonne","Bourgogne-Franche-Comté","683532","47.8972366, 3.5543936"
"Nogent-sur-Vernisson","Loiret","Centre-Val de Loire","684274","47.8527938, 2.7375773"
"Augy","Yonne","Bourgogne-Franche-Comté","683607","47.7663393, 3.6111818"
"Avallon","Yonne","Bourgogne-Franche-Comté","683789","47.4957553, 3.9124463"
"Malesherbois","Loiret","Centre-Val de Loire","684415","48.2934325, 2.4012177"
"Saint-Pierre-lès-Nemours","Seine-et-Marne","Île-de-France","684126","48.267884, 2.685754"
"Vernou-la-Celle-sur-Seine","Seine-et-Marne","Île-de-France","682468","48.3864547, 2.8424649"
"Clayette","Saône-et-Loire","Bourgogne-Franche-Comté","694737","46.2881469, 4.2984195"
"Dompierre-sur-Besbre","Allier","Auvergne-Rhône-Alpes","696427","46.5263166, 3.6749309"
"Pougues-les-Eaux","Nièvre","Bourgogne-Franche-Comté","696211","47.0767837, 3.0940304"
"Varennes-sur-Allier","Allier","Auvergne-Rhône-Alpes","696351","46.3154922, 3.3941783"
"Saint-Vallier","Saône-et-Loire","Bourgogne-Franche-Comté","694638","46.6421069, 4.3300578"
"Varennes-Vauzelles","Nièvre","Bourgogne-Franche-Comté","691600","47.0055213, 3.1467144"
"Mesvres","Saône-et-Loire","Bourgogne-Franche-Comté","694158","46.862799, 4.2449659"
"Blanzy","Saône-et-Loire","Bourgogne-Franche-Comté","694612","46.694064, 4.3913585"
"Autun","Saône-et-Loire","Bourgogne-Franche-Comté","694570","46.9548746, 4.2929079"
"Bessay-sur-Allier","Allier","Auvergne-Rhône-Alpes","696336","46.4435849, 3.3606477"
"Saint-Bonnet-de-Rochefort","Allier","Auvergne-Rhône-Alpes","641076","46.1483796, 3.1393877"
"Montazels","Aude","Occitanie","615203","42.9423828, 2.2481477"
"Saint-Sulpice-la-Pointe","Tarn","Occitanie","615344","43.775073, 1.680702"
"Golfech","Tarn-et-Garonne","Occitanie","618082","44.1160495, 0.854688"
"Huriel","Allier","Auvergne-Rhône-Alpes","641217","46.3714332, 2.4762569"
"Quillan","Aude","Occitanie","615260","42.8739607, 2.1815581"
"Limoux","Aude","Occitanie","615161","43.0563831, 2.2228288"
"Castres","Tarn","Occitanie","615468","43.599131, 2.231223"
"Saint-Martin-d'Arrossa","Pyrénées-Atlantiques","Nouvelle-Aquitaine","673707","43.2352119, -1.3048922"
"Ogeu-les-Bains","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672709","43.153939, -0.5076467"
"Saint-Geours-de-Maremne","Landes","Nouvelle-Aquitaine","673269","43.6713719, -1.2412599"
"Boucau","Pyrénées-Atlantiques","Nouvelle-Aquitaine","673095","43.5234217, -1.4905872"
"Biarritz","Pyrénées-Atlantiques","Nouvelle-Aquitaine","673400","43.459397, -1.545915"
"Hendaye","Pyrénées-Atlantiques","Nouvelle-Aquitaine","677005","43.353132, -1.781724"
"Artix","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672212","43.3931062, -0.5701881"
"Gan","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672618","43.2335932, -0.391462"
"Urt","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672386","43.4993785, -1.3005564"
"Alfortville","Val-de-Marne","Île-de-France","681155","48.802071, 2.426977"
"Combs-la-Ville","Seine-et-Marne","Île-de-France","682146","48.667179, 2.547798"
"Buno-Bonnevaux","Essonne","Île-de-France","681510","48.370847, 2.3871153"
"Montereau-Fault-Yonne","Seine-et-Marne","Île-de-France","682302","48.379934, 2.942972"
"Chartrettes","Seine-et-Marne","Île-de-France","682419","48.4870771, 2.6950059"
"Viry-Châtillon","Essonne","Île-de-France","681312","48.676182, 2.386391"
"Évry","Essonne","Île-de-France","681395","48.623287, 2.450625"
"Ris-Orangis","Essonne","Île-de-France","681353","48.648004, 2.435939"
"Ris-Orangis","Essonne","Île-de-France","681338","48.659442, 2.41442"
"Boutigny-sur-Essonne","Essonne","Île-de-France","681478","48.43495, 2.37636"
"Sessenheim","Bas-Rhin","Grand Est","212365","48.7964628, 7.9893194"
"Steinbourg","Bas-Rhin","Grand Est","212209","48.7635292, 7.416299"
"Drusenheim","Bas-Rhin","Grand Est","212357","48.7659128, 7.9478463"
"Gambsheim","Bas-Rhin","Grand Est","212332","48.6948699, 7.8791884"
"Iteuil","Vienne","Nouvelle-Aquitaine","577403","46.4841223, 0.3168298"
"","","","697342","48.9439, 2.4115"
"Bastide-Puylaurent","Lozère","Occitanie","775171","44.5934829, 3.9042849"
"Nissan-lez-Enserune","Hérault","Occitanie","781179","43.2955681, 3.116678"
"Montpellier","Hérault","Occitanie","773002","43.604738, 3.880674"
"Vic-la-Gardiole","Hérault","Occitanie","773531","43.5007687, 3.7994505"
"Lunel-Viel","Hérault","Occitanie","773424","43.6811729, 4.0937398"
"Sète","Hérault","Occitanie","773200","43.412485, 3.69656"
"Nîmes","Gard","Occitanie","775007","43.832291, 4.365845"
"Carpentras","Vaucluse","Provence-Alpes-Côte d'Azur","765735","44.0499488, 5.044141"
"Saint-Hilaire-de-Villefranche","Charente-Maritime","Nouvelle-Aquitaine","491324","45.85007, -0.5347155"
"Herbergement","Vendée","Pays de la Loire","486126","46.9069172, -1.3712431"
"Saint-Savinien","Charente-Maritime","Nouvelle-Aquitaine","491035","45.8759277, -0.6778775"
"Saint-Sever-de-Saintonge","Charente-Maritime","Nouvelle-Aquitaine","491076","45.7007999, -0.5265079"
"Clion","Charente-Maritime","Nouvelle-Aquitaine","491134","45.4783225, -0.502092"
"Loulay","Charente-Maritime","Nouvelle-Aquitaine","491290","46.0435165, -0.5017525"
"Thouars","Deux-Sèvres","Nouvelle-Aquitaine","487009","46.9852442, -0.2097941"
"Ménitré","Maine-et-Loire","Pays de la Loire","487884","47.397422, -0.275818"
"Vitry-sur-Seine","Val-de-Marne","Île-de-France","492108","48.782945, 2.409046"
"Mulhouse","Haut-Rhin","Grand Est","534339","47.750185, 7.2984302"
"Saint-Pierre-des-Corps","Indre-et-Loire","Centre-Val de Loire","571240","47.386099, 0.72355"
"Saint-Cyr-en-Val","Loiret","Centre-Val de Loire","543116","47.8192, 1.9476045"
"Lentilly","Rhône","Auvergne-Rhône-Alpes","566919","45.8165247, 4.6824009"
"Aulnat","Puy-de-Dôme","Auvergne-Rhône-Alpes","562421","45.7920571, 3.1614332"
"Lamotte-Beuvron","Loir-et-Cher","Centre-Val de Loire","543140","47.593898, 2.022499"
"Montbazon","Indre-et-Loire","Centre-Val de Loire","571406","47.2917191, 0.7214769"
"Chevilly","Loiret","Centre-Val de Loire","543041","48.0266215, 1.8793013"
"Monnerville","Essonne","Île-de-France","545111","48.3484915, 2.0320595"
"Orly","Val-de-Marne","Île-de-France","546226","48.7454924, 2.417366"
"Lardy","Essonne","Île-de-France","545178","48.533149, 2.290596"
"Montpon-Ménestérol","Dordogne","Nouvelle-Aquitaine","595322","45.006326, 0.159328"
"Lardin-Saint-Lazare","Dordogne","Nouvelle-Aquitaine","594382","45.1267128, 1.2267493"
"Saint-Hilaire-Peyroux","Corrèze","Nouvelle-Aquitaine","594465","45.1816781, 1.6412346"
"Saint-Denis-lès-Martel","Lot","Occitanie","594572","44.9459316, 1.6663378"
"Exideuil","Charente","Nouvelle-Aquitaine","592881","45.8863256, 0.6666933"
"Coussac-Bonneval","Haute-Vienne","Nouvelle-Aquitaine","592840","45.5076088, 1.3110412"
"Bugue","Dordogne","Nouvelle-Aquitaine","595744","44.9056892, 0.942795"
"Mussidan","Dordogne","Nouvelle-Aquitaine","595298","45.034329, 0.354071"
"Thenon","Dordogne","Nouvelle-Aquitaine","595579","45.1601857, 1.0686905"
"Masseret","Corrèze","Nouvelle-Aquitaine","594820","45.536175, 1.5415396"
"Sauveterre-la-Lémance","Lot-et-Garonne","Nouvelle-Aquitaine","586495","44.5893893, 1.0115419"
"Sainte-Bazeille","Lot-et-Garonne","Nouvelle-Aquitaine","586479","44.5326935, 0.0931269"
"Peyrilhac","Haute-Vienne","Nouvelle-Aquitaine","592428","45.9596182, 1.1699844"
"Aixe-sur-Vienne","Haute-Vienne","Nouvelle-Aquitaine","592667","45.7965002, 1.1456892"
"Marmande","Lot-et-Garonne","Nouvelle-Aquitaine","586545","44.503019, 0.168044"
"Saint-Junien","Haute-Vienne","Nouvelle-Aquitaine","592709","45.8813844, 0.9004849"
"Lacelle","Corrèze","Nouvelle-Aquitaine","592147","45.6412701, 1.8264798"
"Nieul","Haute-Vienne","Nouvelle-Aquitaine","592410","45.9273896, 1.1723974"
"Bugeat","Corrèze","Nouvelle-Aquitaine","592162","45.6005968, 1.9248147"
"Nantes","Loire-Atlantique","Pays de la Loire","590331","47.249142, -1.5224436"
"Beaumont Saint-Cyr","Vienne","Nouvelle-Aquitaine","575183","46.7288206, 0.4412021"
"Noyers-sur-Cher","Loir-et-Cher","Centre-Val de Loire","574897","47.2869126, 1.3838369"
"Montmorillon","Vienne","Nouvelle-Aquitaine","575480","46.4174979, 0.8737467"
"Châtellerault","Vienne","Nouvelle-Aquitaine","575142","46.818594, 0.549279"
"Selles-Saint-Denis","Loir-et-Cher","Centre-Val de Loire","576140","47.3883857, 1.9222038"
"Cloyes-les-Trois-Rivières","Eure-et-Loir","Centre-Val de Loire","574509","47.9921032, 1.2433542"
"Mennetou-sur-Cher","Loir-et-Cher","Centre-Val de Loire","576728","47.2688835, 1.8765238"
"Nérondes","Cher","Centre-Val de Loire","576454","46.9996897, 2.8221695"
"Noizay","Indre-et-Loire","Centre-Val de Loire","574368","47.4096869, 0.8959456"
"Pezou","Loir-et-Cher","Centre-Val de Loire","574541","47.8673364, 1.1408714"
"Saint-Aigulin","Charente-Maritime","Nouvelle-Aquitaine","584540","45.1573163, -0.0189768"
"Chasseneuil-sur-Bonnieure","Charente","Nouvelle-Aquitaine","583443","45.8244091, 0.4535528"
"Saint-Pierre-d'Aurillac","Gironde","Nouvelle-Aquitaine","582833","44.5752452, -0.1876216"
"Trentels","Lot-et-Garonne","Nouvelle-Aquitaine","586446","44.4430308, 0.8850548"
"Lamothe-Landerron","Gironde","Nouvelle-Aquitaine","582882","44.5628433, 0.0451406"
"Pont-du-Casse","Lot-et-Garonne","Nouvelle-Aquitaine","586404","44.2328145, 0.6758568"
