Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
00343;Saint-Gervais-les-Bains Le Fayet;Saint-Gervais-les-Bains Le Fayet;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;SAINT GERVAIS LES BAINS LE FAYET P GARE;1;1;Saint-Gervais-les-Bains Le Fayet;74170;Saint-Gervais-les-Bains;74-236;Haute-Savoie;Auvergne-Rhône-Alpes;6.701331;45.906423;0087746479;SGB;b;1;;GARE ST GERVAIS LES BAINS;;45.906423, 6.701331
00383;Saint-Martin-du-Mont;Saint-Martin-du-Mont;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Lyon;SAINT MARTIN DU MONT GARE;1;1;Saint-Martin-du-Mont;01160;Saint-Martin-du-Mont;01-374;Ain;Auvergne-Rhône-Alpes;5.303003;46.095871;0087743112;XMM;c;1;;GARES C RHONE ALPES;;46.095871, 5.303003
00359;Évian-les-Bains;Évian-les-Bains;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;EVIAN LES BAINS P GARE;1;1;Évian-les-Bains;74500;Évian-les-Bains;74-119;Haute-Savoie;Auvergne-Rhône-Alpes;6.577457;46.397915;0087745679;EVI;b;1;;Gare Evian les Bains;;46.397915, 6.577457
00337;Les Houches;Les Houches;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Etablissement Mont Blanc;LES HOUCHES GARE;1;1;Les Houches;74310;Houches;74-143;Haute-Savoie;Auvergne-Rhône-Alpes;6.796924;45.8935639;0087746743;HOU;c;1;;GARES C RHONE ALPES;;45.8935639, 6.796924
00358;Seyssel - Corbonod;Seyssel - Corbonod;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;SEYSSEL CORBONOD GARE;1;1;Seyssel - Corbonod;01420;Corbonod;01-118;Ain;Auvergne-Rhône-Alpes;5.8315162;45.9630307;0087745828;SSS;c;1;;GARES C RHONE ALPES;;45.9630307, 5.8315162
00367;Pougny - Chancy;Pougny - Chancy;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;POUGNY CHANCY GARE;1;1;Pougny - Chancy;01550;Pougny;01-308;Ain;Auvergne-Rhône-Alpes;5.9613614;46.1446674;0087745380;PJY;c;1;;GARES C RHONE ALPES;;46.1446674, 5.9613614
00377;Cize - Bolozon;Cize - Bolozon;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;CIZE BOLOZON GARE;1;1;Cize - Bolozon;01250;Bolozon;01-051;Ain;Auvergne-Rhône-Alpes;5.4540677;46.2134803;0087743344;CZQ;c;1;;GARES C RHONE ALPES;;46.2134803, 5.4540677
00380;Ceyzériat;Ceyzériat;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;CEYZERIAT GARE;1;1;Ceyzériat;01250;Ceyzériat;01-072;Ain;Auvergne-Rhône-Alpes;5.3258417;46.1834877;0087743302;CZR;c;1;;GARES C RHONE ALPES;;46.1834877, 5.3258417
00425;Noirétable;Noirétable;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Loire;NOIRETABLE GARE;1;1;Noirétable;42440;Noirétable;42-159;Loire;Auvergne-Rhône-Alpes;3.7611423;45.816024;0087734509;NOI;c;1;;GARES C RHONE ALPES;08/12/2018;45.816024, 3.7611423
00421;Saint-Vincent le Château;Saint-Vincent le Château;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;SAINT VINCENT LE CHATEAU GARE;1;1;Saint-Vincent le Château;43800;Beauzac;43-025;Haute-Loire;Auvergne-Rhône-Alpes;3.9186273;45.1488794;0087734715;SWC;c;1;;GARES C AUVERGNE;;45.1488794, 3.9186273
00385;Saint-Michel - Valloire;Saint-Michel - Valloire;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;SAINT MICHEL VALLOIRE GARE;1;1;Saint-Michel - Valloire;73450;Saint-Michel-de-Maurienne;73-261;Savoie;Auvergne-Rhône-Alpes;6.4719135;45.216916;0087742361;SMI;c;1;;GARES C RHONE ALPES;;45.216916, 6.4719135
00412;Aix-les-Bains le Revard;Aix-les-Bains le Revard;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;AIX LES BAINS LE REVARD GARE;1;1;Aix-les-Bains le Revard;73100;Aix-les-Bains;73-008;Savoie;Auvergne-Rhône-Alpes;5.909371;45.688161;0087741132;AIX;b;2;;GARE AIX LES BAINS LE REVARD;;45.688161, 5.909371
00397;Grésy-sur-Isère;Grésy-sur-Isère;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;GRESY SUR ISERE GARE;1;1;Grésy-sur-Isère;73460;Grésy-sur-Isère;73-129;Savoie;Auvergne-Rhône-Alpes;6.2588584;45.594432;0087741611;TGG;c;1;;GARES C RHONE ALPES;;45.594432, 6.2588584
00427;Pont de Dore;Pont de Dore;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;PONT DE DORE GARE;1;1;Pont de Dore;63920;Peschadoires;63-276;Puy-de-Dôme;Auvergne-Rhône-Alpes;3.4903254;45.8427833;0087734459;PDO;c;1;;GARES C AUVERGNE;;45.8427833, 3.4903254
00406;Épierre - Saint-Léger;Épierre - Saint-Léger;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;EPIERRE GARE;1;1;Épierre - Saint-Léger;73220;Épierre;73-109;Savoie;Auvergne-Rhône-Alpes;6.292521;45.457027;0087741280;MEE;c;1;;GARES C RHONE ALPES;;45.457027, 6.292521
00408;Chamousset;Chamousset;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;CHAMOUSSET HALTE;1;1;Chamousset;73390;Chamousset;73-068;Savoie;Auvergne-Rhône-Alpes;6.2067432;45.5575744;0087741231;CSK;c;1;;GARES C RHONE ALPES;;45.5575744, 6.2067432
00413;Chindrieux;Chindrieux;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;CHINDRIEUX GARE;1;1;Chindrieux;73310;Chindrieux;73-085;Savoie;Auvergne-Rhône-Alpes;5.8468876;45.8034376;0087741116;CWX;c;1;;GARES C RHONE ALPES;;45.8034376, 5.8468876
00431;Luc;Luc;Yes;No;Agence Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;LUC (LOZERE) GARE;1;1;Luc;48250;Luc;48-086;Lozère;Occitanie;3.8915631;44.654092;0087734368;LCZ;c;1;;GARES C LANGUEDOC ROUSSILLON;;44.654092, 3.8915631
00522;Saint-Maurice-de-Beynost;Saint-Maurice-de-Beynost;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;SAINT MAURICE DE BEYNOST GARE;1;1;Saint-Maurice-de-Beynost;01700;Saint-Maurice-de-Beynost;01-376;Ain;Auvergne-Rhône-Alpes;4.976986;45.827421;0087723536;SMY;b;1;;Gare St Maurice de Beynost;;45.827421, 4.976986
00479;Saint-Romain-le-Puy;Saint-Romain-le-Puy;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Loire;SAINT ROMAIN LE PUY GARE;1;1;Saint-Romain-le-Puy;42610;Saint-Romain-le-Puy;42-285;Loire;Auvergne-Rhône-Alpes;4.1208275;45.5545543;0087726430;SRP;c;1;;GARES C RHONE ALPES;;45.5545543, 4.1208275
00516;Sathonay - Rillieux;Sathonay - Rillieux;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;SATHONAY RILLIEUX P GARE;1;1;Sathonay - Rillieux;69580;Rillieux-la-Pape;69-286;Rhône;Auvergne-Rhône-Alpes;4.875315;45.820264;0087723700;SYR;b;1;;Gare Sathonay Rillieux;;45.820264, 4.875315
00480;Sury-le-Comtal;Sury-le-Comtal;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Loire;SURY LE COMTAL GARE;1;1;Sury-le-Comtal;42450;Sury-le-Comtal;42-304;Loire;Auvergne-Rhône-Alpes;4.1824904;45.5291194;0087726422;SYC;c;1;;GARES C RHONE ALPES;;45.5291194, 4.1824904
00508;Servas - Lent;Servas - Lent;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;SERVAS LENT GARE;1;1;Servas - Lent;01960;Servas;01-405;Ain;Auvergne-Rhône-Alpes;5.1681312;46.1306663;0087723791;SVN;c;1;;GARES C RHONE ALPES;;46.1306663, 5.1681312
00527;Cessieu;Cessieu;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;CESSIEU GARE;1;1;Cessieu;38110;Cessieu;38-064;Isère;Auvergne-Rhône-Alpes;5.3761179;45.5611596;0087723452;CIU;c;1;;GARES C RHONE ALPES;;45.5611596, 5.3761179
00493;Polliat;Polliat;Yes;No;Agence Centre Est Rhône Alpin;REGION ALPES;UG Alpes;POLLIAT GARE;1;1;Polliat;01310;Polliat;01-301;Ain;Auvergne-Rhône-Alpes;5.1238268;46.24464;0087725846;PLF;c;1;;GARES C RHONE ALPES;;46.24464, 5.1238268
00582;Villefranche-sur-Saône;Villefranche-sur-Saône;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;VILLEFRANCHE SUR SAONE P GARE;1;1;Villefranche-sur-Saône;69400;Villefranche-sur-Saône;69-264;Rhône;Auvergne-Rhône-Alpes;4.72077;45.98450;0087721332;VIS;b;1;;Gare Villefranche sur Saône;;45.9845, 4.72077
00588;Collonges - Fontaines;Collonges - Fontaines;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;COLLONGES FONTAINES GARE;1;1;Collonges - Fontaines;69660;Collonges-au-Mont-d'Or;69-063;Rhône;Auvergne-Rhône-Alpes;4.8466136;45.8291102;0087721225;COF;c;1;;GARES C RHONE ALPES;;45.8291102, 4.8466136
00592;Saint-Victor - Thizy;Saint-Victor - Thizy;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Loire;SAINT VICTOR THIZY GARE;1;1;Saint-Victor - Thizy;42630;Saint-Victor-sur-Rhins;42-293;Loire;Auvergne-Rhône-Alpes;4.2810245;46.0024781;0087721043;SVH;c;1;;GARES C RHONE ALPES;;46.0024781, 4.2810245
00596;Arc-et-Senans;Arc-et-Senans;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;ARC ET SENANS GARE;1;1;Arc-et-Senans;25610;Arc-et-Senans;25-021;Doubs;Bourgogne-Franche-Comté;5.7767843;47.0303516;0087718841;ACA;c;1;;GARES C FRANCHE COMTE;;47.0303516, 5.7767843
00586;Albigny - Neuville;Albigny - Neuville;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;VILLEVERT NEUVILLE GARE;1;1;Albigny - Neuville;69250;Albigny-sur-Saône;69-003;Rhône;Auvergne-Rhône-Alpes;4.832874;45.874921;0087721266;VVN;b;1;;Gare Albigny Neuville;;45.874921, 4.832874
00595;Montbarrey;Montbarrey;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;MONTBARREY GARE;1;1;Montbarrey;39380;Montbarrey;39-350;Jura;Bourgogne-Franche-Comté;5.6366081;47.0359922;0087718866;MXB;c;1;;GARES C FRANCHE COMTE;;47.0359922, 5.6366081
00625;Byans;Byans;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;BYANS GARE;1;1;Byans;25320;Byans-sur-Doubs;25-105;Doubs;Bourgogne-Franche-Comté;5.8520589;47.1185334;0087718122;BYB;c;1;;GARES C FRANCHE COMTE;;47.1185334, 5.8520589
00614;Saint-Vit;Saint-Vit;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;SAINT VIT GARE;1;1;Saint-Vit;25410;Saint-Vit;25-527;Doubs;Bourgogne-Franche-Comté;5.809057;47.183507;0087718320;SVI;b;1;;Gare Saint Vit;;47.183507, 5.809057
00616;Franois;Franois;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;FRANOIS GARE;1;1;Franois;25770;Franois;25-258;Doubs;Bourgogne-Franche-Comté;5.937498;47.2273609;0087718304;FOI;c;1;;GARES C FRANCHE COMTE;;47.2273609, 5.937498
00624;Liesle;Liesle;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;LIESLE GARE;1;1;Liesle;25440;Liesle;25-336;Doubs;Bourgogne-Franche-Comté;5.8208121;47.0587683;0087718130;LJL;c;1;;GARES C FRANCHE COMTE;;47.0587683, 5.8208121
00661;Vougeot - Gilly-lès-Cîteaux;Vougeot - Gilly-lès-Cîteaux;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;VOUGEOT GARE;1;1;Vougeot - Gilly-lès-Cîteaux;21640;Gilly-lès-Cîteaux;21-297;Côte-d'Or;Bourgogne-Franche-Comté;4.9715685;47.1755556;0087713511;VOT;c;1;;GARES C BOURGOGNE;;47.1755556, 4.9715685
00644;Saint-Julien - Clénay;Saint-Julien - Clénay;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;SAINT JULIEN CLENAY GARE;1;1;Saint-Julien - Clénay;21490;Saint-Julien;21-555;Côte-d'Or;Bourgogne-Franche-Comté;5.1281864;47.4060132;0087713834;SJQ;c;1;;GARES C BOURGOGNE;;47.4060132, 5.1281864
00651;Brazey-en-Plaine;Brazey-en-Plaine;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;BRAZEY EN PLAINE GARE;1;1;Brazey-en-Plaine;21470;Brazey-en-Plaine;21-103;Côte-d'Or;Bourgogne-Franche-Comté;5.2121276;47.1314549;0087713644;BEP;c;1;;GARES C BOURGOGNE;;47.1314549, 5.2121276
00638;La Rivière;La Rivière;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;LA RIVIERE GARE;1;1;La Rivière;25560;Rivière-Drugeon;25-493;Doubs;Bourgogne-Franche-Comté;6.2133331;46.8701507;0087715144;RIW;c;1;;GARES C FRANCHE COMTE;;46.8701507, 6.2133331
00640;Andelot;Andelot;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;ANDELOT (JURA) GARE;1;1;Andelot;39320;Andelot-en-Montagne;39-009;Jura;Bourgogne-Franche-Comté;5.923584;46.8594671;0087715102;AND;c;1;;GARES C FRANCHE COMTE;;46.8594671, 5.923584
00653;Saulon;Saulon;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;SAULON GARE;1;1;Saulon;21910;Bretenière;21-106;Côte-d'Or;Bourgogne-Franche-Comté;5.1045991;47.224035;0087713628;SLN;c;1;;GARES C BOURGOGNE;;47.224035, 5.1045991
00643;Gemeaux;Gemeaux;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;GEMEAUX GARE;1;1;Gemeaux;21120;Gemeaux;21-290;Côte-d'Or;Bourgogne-Franche-Comté;5.1293074;47.478542;0087713842;GMX;c;1;;GARES C BOURGOGNE;;47.478542, 5.1293074
00664;Auxonne;Auxonne;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;AUXONNE P GARE;1;1;Auxonne;21130;Auxonne;21-038;Côte-d'Or;Bourgogne-Franche-Comté;5.377370;47.192663;0087713347;AXO;b;1;;Gare Auxonne;;47.192663, 5.37737
00658;Beaune;Beaune;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;BEAUNE GARE;1;1;Beaune;21200;Beaune;21-054;Côte-d'Or;Bourgogne-Franche-Comté;4.848379;47.023053;0087713545;BEA;b;2;;GARE BEAUNE;;47.023053, 4.848379
00739;Saint-Léger-sur-Dheune;Saint-Léger-sur-Dheune;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;SAINT LEGER SUR DHEUNE GARE;1;1;Saint-Léger-sur-Dheune;71510;Saint-Léger-sur-Dheune;71-442;Saône-et-Loire;Bourgogne-Franche-Comté;4.6286039;46.8484526;0087694364;SLH;c;1;;GARES C BOURGOGNE;;46.8484526, 4.6286039
00689;Coulanges-sur-Yonne;Coulanges-sur-Yonne;Yes;No;Agence Centre Est Rhône Alpin;REGION DE PARIS-SUD-EST;UG Bourgogne;COULANGES SUR YONNE GARE;1;1;Coulanges-sur-Yonne;89480;Coulanges-sur-Yonne;89-119;Yonne;Bourgogne-Franche-Comté;3.5472388;47.5270546;0087696831;CAO;c;1;;GARES C BOURGOGNE;;47.5270546, 3.5472388
00712;La Charité-sur-Loire;La Charité-sur-Loire;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;LA CHARITE GARE;1;1;La Charité-sur-Loire;58400;Charité-sur-Loire;58-059;Nièvre;Bourgogne-Franche-Comté;3.023883;47.179914;0087696195;LAT;b;1;;Gare La Charité;;47.179914, 3.023883
00730;Brion - Laizy;Brion - Laizy;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;BRION LAIZY P GARE;1;1;Brion - Laizy;71190;Laizy;71-251;Saône-et-Loire;Bourgogne-Franche-Comté;4.2069898;46.9085776;0087694596;BUJ;c;1;;GARES C BOURGOGNE;;46.9085776, 4.2069898
00740;Montchanin;Montchanin;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;MONTCHANIN GARE;1;1;Montchanin;71210;Montchanin;71-310;Saône-et-Loire;Bourgogne-Franche-Comté;4.4814867;46.7592649;0087694307;MCH;c;1;;GARES C BOURGOGNE;;46.7592649, 4.4814867
00753;Paris Gare de Lyon;Paris Gare de Lyon;Yes;No;Agence Ile-de-France;REGION DE PARIS-SUD-EST;UG Paris Lyon et Paris Bercy;PARIS LYON GARE;2;1;Paris Gare de Lyon;75012;Paris;75-056;Paris;Île-de-France;2.373520;48.844888;0087686006;PLY|PLY_TRANS;a;3;;GARE PARIS GARE DE LYON;;48.844888, 2.37352
00709;Fourchambault;Fourchambault;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;FOURCHAMBAULT GARE;1;1;Fourchambault;58600;Fourchambault;58-117;Nièvre;Bourgogne-Franche-Comté;3.0873673;47.0189684;0087696229;FLT;c;1;;GARES C BOURGOGNE;;47.0189684, 3.0873673
00723;Digoin;Digoin;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;DIGOIN GARE;1;1;Digoin;71160;Digoin;71-176;Saône-et-Loire;Bourgogne-Franche-Comté;3.9876537;46.4851604;0087694695;DIG;c;1;;GARES C BOURGOGNE;;46.4851604, 3.9876537
00690;Clamecy;Clamecy;Yes;No;Agence Centre Est Rhône Alpin;REGION DE PARIS-SUD-EST;UG Bourgogne;CLAMECY GARE;1;1;Clamecy;58500;Clamecy;58-079;Nièvre;Bourgogne-Franche-Comté;3.5207672;47.4666984;0087696807;CLA;c;1;;GARES C BOURGOGNE;;47.4666984, 3.5207672
00755;Boigneville;Boigneville;Yes;No;Agence Ile-de-France;REGION DE PARIS-SUD-EST;;BOIGNEVILLE P GARE;1;1;Boigneville;91720;Boigneville;91-069;Essonne;Île-de-France;2.3789793;48.342078;0087684407;BWI;c;;;Gares C Ile-de-France;;48.342078, 2.3789793
00629;Besançon Mouillère;Besançon Mouillère;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;BESANCON MOUILLERE GARE;1;1;Besançon Mouillère;25000;Besançon;25-056;Doubs;Bourgogne-Franche-Comté;6.033910;47.240372;0087718015;BNM;b;1;;Gare Besancon Mouillère;;47.240372, 6.03391
00607;Baume-les-Dames;Baume-les-Dames;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;BAUME LES DAMES GARE;1;1;Baume-les-Dames;25110;Baume-les-Dames;25-047;Doubs;Bourgogne-Franche-Comté;6.359603;47.353937;0087718460;BDA;b;1;;Gare Baumes les Dames;;47.353937, 6.359603
00619;Lons-le-Saunier;Lons-le-Saunier;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;LONS LE SAUNIER GARE;1;1;Lons-le-Saunier;39000;Lons-le-Saunier;39-300;Jura;Bourgogne-Franche-Comté;5.551108;46.668580;0087718239;LLS;b;1;;GARE LONS LE SAUNIER;;46.66858, 5.551108
00642;Is-sur-Tille;Is-sur-Tille;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;IS SUR TILLE P GARE;1;1;Is-sur-Tille;21120;Is-sur-Tille;21-317;Côte-d'Or;Bourgogne-Franche-Comté;5.129481;47.520454;0087713859;IST;b;1;;Gare Is sur Tille;;47.520454, 5.129481
00630;Besançon Viotte;Besançon Viotte;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;BESANCON VIOTTE GARE;1;1;Besançon Viotte;25000;Besançon;25-056;Doubs;Bourgogne-Franche-Comté;6.022003;47.247019;0087718007;BNV;a;2;;GARE BESANCON VIOTTE;;47.247019, 6.022003
00617;Saint-Amour;Saint-Amour;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;SAINT AMOUR GARE;1;1;Saint-Amour;39160;Saint-Amour;39-475;Jura;Bourgogne-Franche-Comté;5.3341853;46.4338244;0087718296;SAR;c;1;;GARES C FRANCHE COMTE;;46.4338244, 5.3341853
00647;Mervans;Mervans;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;MERVANS GARE;1;1;Mervans;71310;Mervans;71-295;Saône-et-Loire;Bourgogne-Franche-Comté;5.1794099;46.7988928;0087713701;MRV;c;1;;GARES C BOURGOGNE;;46.7988928, 5.1794099
00610;Novillars;Novillars;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;NOVILLARS GARE;1;1;Novillars;25220;Novillars;25-429;Doubs;Bourgogne-Franche-Comté;6.1327011;47.2839618;0087718411;NOV;c;1;;GARES C FRANCHE COMTE;;47.2839618, 6.1327011
00599;Le Valdahon Camp Militaire;Le Valdahon Camp Militaire;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;LE VALDAHON CAMP MILITAIRE;1;1;Le Valdahon Camp Militaire;25800;Valdahon;25-578;Doubs;Bourgogne-Franche-Comté;6.3148621;47.1510452;0087718601;;c;1;;GARES C FRANCHE COMTE;;47.1510452, 6.3148621
00622;Poligny;Poligny;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;POLIGNY GARE;1;1;Poligny;39800;Poligny;39-434;Jura;Bourgogne-Franche-Comté;5.7001051;46.8443393;0087718189;PGN;c;1;;GARES C FRANCHE COMTE;;46.8443393, 5.7001051
00662;Gevrey-Chambertin;Gevrey-Chambertin;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;GEVREY CHAMBERTIN GARE;1;1;Gevrey-Chambertin;21220;Gevrey-Chambertin;21-295;Côte-d'Or;Bourgogne-Franche-Comté;4.999058;47.2274694;0087713503;GCT;c;1;;GARES C BOURGOGNE;;47.2274694, 4.999058
00666;Collonges;Collonges;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;COLLONGES (COTE D OR) GARE;1;1;Collonges;21110;Collonges-lès-Premières;21-183;Côte-d'Or;Bourgogne-Franche-Comté;5.2653478;47.2212533;0087713321;CLG;c;1;;GARES C BOURGOGNE;;47.2212533, 5.2653478
00684;Bretigny - Norges;Bretigny - Norges;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;BRETIGNY NORGES HALTE;1;1;Bretigny - Norges;21490;Bretigny;21-107;Côte-d'Or;Bourgogne-Franche-Comté;5.1105838;47.390044;0087712265;BTQ;c;1;;GARES C BOURGOGNE;;47.390044, 5.1105838
00669;Nuits sous Ravières;Nuits sous Ravières;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;NUITS SOUS RAVIERES GARE;1;1;Nuits sous Ravières;89390;Nuits;89-280;Yonne;Bourgogne-Franche-Comté;4.211186;47.7291142;0087713156;NUR;c;1;;GARES C BOURGOGNE;;47.7291142, 4.211186
00677;Dijon Porte Neuve;Dijon Porte Neuve;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;DIJON PORTE NEUVE GARE;1;1;Dijon Porte Neuve;21000;Dijon;21-231;Côte-d'Or;Bourgogne-Franche-Comté;5.054872;47.322806;0087713008;DJP;b;1;;Gare Dijon Porte Neuve;;47.322806, 5.054872
00659;Corgoloin;Corgoloin;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;CORGOLOIN GARE;1;1;Corgoloin;21700;Corgoloin;21-194;Côte-d'Or;Bourgogne-Franche-Comté;4.9171231;47.0841982;0087713537;CGO;c;1;;GARES C BOURGOGNE;;47.0841982, 4.9171231
00675;Mâlain;Mâlain;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;MALAIN GARE;1;1;Mâlain;21410;Mâlain;21-373;Côte-d'Or;Bourgogne-Franche-Comté;4.8105362;47.3270025;0087713065;MLI;c;1;;GARES C BOURGOGNE;;47.3270025, 4.8105362
00652;Aiserey;Aiserey;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;AISEREY GARE;1;1;Aiserey;21110;Aiserey;21-005;Côte-d'Or;Bourgogne-Franche-Comté;5.1582447;47.170501;0087713636;ASI;c;1;;GARES C BOURGOGNE;;47.170501, 5.1582447
00676;Dijon;Dijon;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;DIJON VILLE GARE;1;1;Dijon;21000;Dijon;21-231;Côte-d'Or;Bourgogne-Franche-Comté;5.027208;47.323370;0087713040;DJV;a;3;;GARE DIJON VILLE;;47.32337, 5.027208
00667;Genlis;Genlis;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;GENLIS GARE;1;1;Genlis;21110;Genlis;21-292;Côte-d'Or;Bourgogne-Franche-Comté;5.223406;47.244579;0087713313;GLS;b;1;;Gare Genlis;;47.244579, 5.223406
