Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
00251;Toulon;Toulon;Yes;No;Agence Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;TOULON GARE;1;1;Toulon;83000;Toulon;83-137;Var;Provence-Alpes-Côte d'Azur;5.929293;43.128370;0087755009;TLN;a;2;;GARE TOULON;;43.12837, 5.929293
00504;Fleurville - Pont-de-Vaux;Fleurville - Pont-de-Vaux;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;FLEURVILLE PONT DE VAUX GARE;1;1;Fleurville - Pont-de-Vaux;71260;Fleurville;71-591;Saône-et-Loire;Bourgogne-Franche-Comté;4.8840722;46.4509279;0087725663;FLV;c;1;;GARES C BOURGOGNE;;46.4509279, 4.8840722
00556;Chamelet;Chamelet;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;CHAMELET GARE;1;1;Chamelet;69620;Chamelet;69-039;Rhône;Auvergne-Rhône-Alpes;4.5069346;45.9816414;0087721829;CWE;c;1;;GARES C RHONE ALPES;;45.9816414, 4.5069346
00570;Tassin;Tassin;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;TASSIN GARE;1;1;Tassin;69160;Tassin-la-Demi-Lune;69-244;Rhône;Auvergne-Rhône-Alpes;4.75857;45.76151;0087721514;TAS;b;1;;Gare Tassin;;45.76151, 4.75857
00594;Lyon Vaise;Lyon Vaise;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;LYON VAISE GARE;1;1;Lyon Vaise;69009;Lyon;69-123;Rhône;Auvergne-Rhône-Alpes;4.803960;45.779938;0087721001;LVI;b;1;;Gare Lyon Vaise;;45.779938, 4.80396
00591;Régny;Régny;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Loire;REGNY GARE;1;1;Régny;42630;Régny;42-181;Loire;Auvergne-Rhône-Alpes;4.2150753;45.987705;0087721050;RGY;c;1;;GARES C RHONE ALPES;;45.987705, 4.2150753
00578;Lozanne;Lozanne;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;LOZANNE GARE;1;1;Lozanne;69380;Lozanne;69-121;Rhône;Auvergne-Rhône-Alpes;4.681501;45.854140;0087721423;LOZ;b;1;;Gare Lozanne;;45.85414, 4.681501
00572;Dardilly les Mouilles;Dardilly les Mouilles;Yes;No;Agence Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon;;1;1;Dardilly les Mouilles;69570;Dardilly;69-072;Rhône;Auvergne-Rhône-Alpes;4.7600288;45.7967409;0087721480;DDY;c;1;;GARES C RHONE ALPES;;45.7967409, 4.7600288
01056;Montréjeau - Gourdan-Polignan;Montréjeau - Gourdan-Polignan;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;MONTREJEAU GOURDAN POLIGNAN GARE;1;1;Montréjeau - Gourdan-Polignan;31210;Gourdan-Polignan;31-224;Haute-Garonne;Occitanie;0.573500;43.078109;0087611152;MTJ;b;1;;Gare Montréjeau Gourdan Poli;;43.078109, 0.5735
01055;Loures - Barbazan;Loures - Barbazan;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;LOURES BARBAZAN GARE;1;1;Loures - Barbazan;65370;Loures-Barousse;65-287;Hautes-Pyrénées;Occitanie;0.6104494;43.021075;0087611178;LZB;c;1;;GARES C MIDI PYRENEES;;43.021075, 0.6104494
01058;Labarthe-Inard;Labarthe-Inard;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;LABARTHE INARD GARE;1;1;Labarthe-Inard;31800;Labarthe-Inard;31-246;Haute-Garonne;Occitanie;0.8519176;43.1049687;0087611129;LAX;c;1;;GARES C MIDI PYRENEES;;43.1049687, 0.8519176
01057;Saint-Gaudens;Saint-Gaudens;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;SAINT GAUDENS GARE;1;1;Saint-Gaudens;31800;Saint-Gaudens;31-483;Haute-Garonne;Occitanie;0.729104;43.105034;0087611137;SGD;b;1;;Gare Saint Gaudens;;43.105034, 0.729104
01074;Lavaufranche;Lavaufranche;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;LAVAUFRANCHE GARE;1;1;Lavaufranche;23600;Lavaufranche;23-104;Creuse;Nouvelle-Aquitaine;2.2700972;46.3212869;0087597740;LVF;c;1;;GARES C LIMOUSIN;;46.3212869, 2.2700972
01079;Marsac;Marsac;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;MARSAC (CREUSE) GARE;1;1;Marsac;23210;Marsac;23-124;Creuse;Nouvelle-Aquitaine;1.585556;46.0941348;0087597625;MRR;c;1;;GARES C LIMOUSIN;;46.0941348, 1.585556
01067;Muret;Muret;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;MURET GARE;1;1;Muret;31600;Muret;31-395;Haute-Garonne;Occitanie;1.324449;43.464824;0087611038;MET;b;2;;GARE MURET;;43.464824, 1.324449
01293;Caudéran Mérignac;Caudéran Mérignac;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Bordeaux Métropole;CAUDERAN MERIGNAC GARE;1;1;Caudéran Mérignac;33700;Bordeaux;33-063;Gironde;Nouvelle-Aquitaine;-0.6274337;44.84288;0087581538;CUD;c;1;;GARES C AQUITAINE;;44.84288, -0.6274337
01299;Moulis - Listrac;Moulis - Listrac;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;MOULIS LISTRAC GARE;1;1;Moulis - Listrac;33480;Moulis-en-Médoc;33-297;Gironde;Nouvelle-Aquitaine;-0.7447365;45.0840273;0087581231;MUL;c;1;;GARES C AQUITAINE;;45.0840273, -0.7447365
01296;Soulac-sur-Mer;Soulac-sur-Mer;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SOULAC SUR MER GARE;1;1;Soulac-sur-Mer;33780;Soulac-sur-Mer;33-514;Gironde;Nouvelle-Aquitaine;-1.1175894;45.5081769;0087581371;SUU;c;1;;GARES C AQUITAINE;;45.5081769, -1.1175894
01311;La Guerche-sur-l'Aubois;La Guerche-sur-l'Aubois;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;LA GUERCHE SUR L AUBOIS GARE;1;1;La Guerche-sur-l'Aubois;18150;Guerche-sur-l'Aubois;18-108;Cher;Centre-Val de Loire;2.9485731;46.9477388;0087576470;GUA;c;1;;GARES C CENTRE;;46.9477388, 2.9485731
01297;Lesparre;Lesparre;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;LESPARRE P GARE;1;1;Lesparre;33340;Lesparre-Médoc;33-240;Gironde;Nouvelle-Aquitaine;-0.9454015;45.3035166;0087581314;LSE;c;1;;GARES C AQUITAINE;;45.3035166, -0.9454015
01298;Pauillac;Pauillac;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;PAUILLAC GARE;1;1;Pauillac;33250;Pauillac;33-314;Gironde;Nouvelle-Aquitaine;-0.7551342;45.2038438;0087581256;PAC;c;1;;GARES C AQUITAINE;;45.2038438, -0.7551342
01316;Luçay-le-Mâle;Luçay-le-Mâle;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;LUCAY LE MALE GARE B.A.;1;1;Luçay-le-Mâle;36360;Luçay-le-Mâle;36-103;Indre;Centre-Val de Loire;1.4358257;47.1329836;0087576363;LYI;c;1;;GARES C CENTRE;;47.1329836, 1.4358257
01313;Bengy;Bengy;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;BENGY GARE;1;1;Bengy;18520;Bengy-sur-Craon;18-027;Cher;Centre-Val de Loire;2.7492361;47.0004698;0087576447;BNH;c;1;;GARES C CENTRE;;47.0004698, 2.7492361
01318;Urçay;Urçay;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;URCAY GARE;1;1;Urçay;18200;Perche;18-178;Cher;Centre-Val de Loire;2.5865708;46.6295123;0087576348;UCY;c;1;;GARES C CENTRE;;46.6295123, 2.5865708
01322;Lunery;Lunery;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;LUNERY GARE;1;1;Lunery;18400;Lunery;18-133;Cher;Centre-Val de Loire;2.275014;46.9351795;0087576280;LNY;c;1;;GARES C CENTRE;;46.9351795, 2.275014
01091;Villefranche-du-Périgord;Villefranche-du-Périgord;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;VILLEFRANCHE DU PERIGORD GARE;1;1;Villefranche-du-Périgord;24550;Villefranche-du-Périgord;24-585;Dordogne;Nouvelle-Aquitaine;1.0490908;44.6270124;0087595892;VPD;c;1;;GARES C AQUITAINE;;44.6270124, 1.0490908
01095;Siorac-en-Périgord;Siorac-en-Périgord;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SIORAC EN PERIGORD GARE;1;1;Siorac-en-Périgord;24170;Siorac-en-Périgord;24-538;Dordogne;Nouvelle-Aquitaine;0.9844566;44.8197409;0087595769;SOC;c;1;;GARES C AQUITAINE;;44.8197409, 0.9844566
01098;Les Eyzies;Les Eyzies;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;LES EYZIES GARE;1;1;Les Eyzies;24620;Eyzies-de-Tayac-Sireuil;24-172;Dordogne;Nouvelle-Aquitaine;1.0081942;44.9411916;0087595736;EYZ;c;1;;GARES C AQUITAINE;;44.9411916, 1.0081942
01106;Niversac;Niversac;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;NIVERSAC GARE;1;1;Niversac;24330;Boulazac Isle Manoire;24-053;Dordogne;Nouvelle-Aquitaine;0.8082195;45.1383083;0087595512;NEC;c;1;;GARES C AQUITAINE;;45.1383083, 0.8082195
01100;Les Versannes;Les Versannes;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;LES VERSANNES GARE;1;1;Les Versannes;24330;Douze;24-156;Dordogne;Nouvelle-Aquitaine;0.8574682;45.088775;0087595702;VSJ;c;1;;GARES C AQUITAINE;;45.088775, 0.8574682
01092;Belvès;Belvès;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;BELVES GARE;1;1;Belvès;24170;Pays de Belvès;24-035;Dordogne;Nouvelle-Aquitaine;1.0118831;44.7773978;0087595876;BES;c;1;;GARES C AQUITAINE;;44.7773978, 1.0118831
01088;Sainte-Lizaigne;Sainte-Lizaigne;Yes;No;Agence Centre-Ouest;REGION LIMOUSIN;UG Centre;SAINTE LIZAIGNE GARE;1;1;Sainte-Lizaigne;36260;Sainte-Lizaigne;36-199;Indre;Centre-Val de Loire;2.0298004;47.002251;0087597054;XZG;c;1;;GARES C CENTRE;;47.002251, 2.0298004
01090;Châteauroux;Châteauroux;Yes;No;Agence Centre-Ouest;REGION LIMOUSIN;UG Centre;CHATEAUROUX GARE;1;1;Châteauroux;36000;Châteauroux;36-044;Indre;Centre-Val de Loire;1.699536;46.809737;0087597005;CTX;a;2;;GARE CHATEAUROUX;;46.809737, 1.699536
01084;Lothiers;Lothiers;Yes;No;Agence Centre-Ouest;REGION LIMOUSIN;UG Centre;LOTHIERS GARE;1;1;Lothiers;36350;Tendu;36-219;Indre;Centre-Val de Loire;1.5629763;46.6946801;0087597104;LOT;c;1;;GARES C CENTRE;;46.6946801, 1.5629763
01085;Luant;Luant;Yes;No;Agence Centre-Ouest;REGION LIMOUSIN;UG Centre;LUANT GARE;1;1;Luant;36350;Luant;36-101;Indre;Centre-Val de Loire;1.5901964;46.7357683;0087597096;LUK;c;1;;GARES C CENTRE;;46.7357683, 1.5901964
01215;Monsempron-Libos;Monsempron-Libos;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;MONSEMPRON LIBOS P GARE;1;1;Monsempron-Libos;47500;Monsempron-Libos;47-179;Lot-et-Garonne;Nouvelle-Aquitaine;0.9412277;44.486631;0087586453;MLS;c;1;;GARES C AQUITAINE;;44.486631, 0.9412277
01190;Pierre-Buffière;Pierre-Buffière;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;PIERRE BUFFIERE P GARE;1;1;Pierre-Buffière;87260;Pierre-Buffière;87-119;Haute-Vienne;Nouvelle-Aquitaine;1.3472667;45.6995226;0087592253;PIB;c;1;;GARES C LIMOUSIN;;45.6995226, 1.3472667
01191;Solignac - Le Vigen;Solignac - Le Vigen;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;SOLIGNAC LE VIGEN P GARE;1;1;Solignac - Le Vigen;87110;Solignac;87-192;Haute-Vienne;Nouvelle-Aquitaine;1.2856817;45.7561586;0087592246;SKN;c;1;;GARES C LIMOUSIN;;45.7561586, 1.2856817
01193;Pérols-sur-Vézère;Pérols-sur-Vézère;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;PEROLS GARE;1;1;Pérols-sur-Vézère;19170;Pérols-sur-Vézère;19-160;Corrèze;Nouvelle-Aquitaine;1.97767;45.5848341;0087592170;POK;c;1;;GARES C LIMOUSIN;;45.5848341, 1.97767
01159;Chabanais;Chabanais;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;CHABANAIS GARE;1;1;Chabanais;16150;Chabanais;16-070;Charente;Nouvelle-Aquitaine;0.716894;45.8726435;0087592873;CHB;c;1;;GARES C POITOU CHARENTES;;45.8726435, 0.716894
01204;Limoges Montjovis;Limoges Montjovis;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;LIMOGES MONTJOVIS GARE;1;1;Limoges Montjovis;87100;Limoges;87-085;Haute-Vienne;Nouvelle-Aquitaine;1.2514147;45.8384117;0087592022;LMJ;c;1;;GARES C LIMOUSIN;;45.8384117, 1.2514147
01211;Tonneins;Tonneins;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;TONNEINS GARE;1;1;Tonneins;47400;Tonneins;47-310;Lot-et-Garonne;Nouvelle-Aquitaine;0.314093;44.392796;0087586651;TON;b;1;;Gare Tonneins;;44.392796, 0.314093
01192;Barsanges;Barsanges;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;BARSANGES GARE;1;1;Barsanges;19170;Pérols-sur-Vézère;19-160;Corrèze;Nouvelle-Aquitaine;2.0188676;45.5661652;0087592188;BSZ;c;1;;GARES C LIMOUSIN;;45.5661652, 2.0188676
01178;Nantiat;Nantiat;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;NANTIAT GARE;1;1;Nantiat;87140;Nantiat;87-103;Haute-Vienne;Nouvelle-Aquitaine;1.1563734;46.0056192;0087592444;NNA;c;1;;GARES C LIMOUSIN;;46.0056192, 1.1563734
01186;Ambazac;Ambazac;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;AMBAZAC GARE;1;1;Ambazac;87240;Ambazac;87-002;Haute-Vienne;Nouvelle-Aquitaine;1.406501;45.9529056;0087592311;ABZ;c;1;;GARES C LIMOUSIN;;45.9529056, 1.406501
01446;Auneau;Auneau;Yes;No;Agence Centre-Ouest;REGION DE PARIS RIVE GAUCHE;UG Centre;AUNEAU EMBRANCHEMENT P GARE;1;1;Auneau;28700;Auneau-Bleury-Saint-Symphorien;28-015;Eure-et-Loir;Centre-Val de Loire;1.77998;48.4458242;0087545657;AUN;c;1;;GARES C CENTRE;;48.4458242, 1.77998
01451;Breuillet - Bruyères-le-Châtel;Breuillet - Bruyères-le-Châtel;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;BREUILLET BRUYERES LE CHATEL GARE;1;1;Breuillet - Bruyères-le-Châtel;91650;Breuillet;91-105;Essonne;Île-de-France;2.191721;48.577228;0087545483;BIH;b;;;Gare Breuillet Bruyères le Châ;;48.577228, 2.191721
01455;Saint-Martin d'Étampes;Saint-Martin d'Étampes;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;SAINT MARTIN D ETAMPES GARE;1;1;Saint-Martin d'Étampes;91150;Étampes;91-223;Essonne;Île-de-France;2.145401;48.427470;0087545350;SME;b;;;Gare St Martin d'Etampes;;48.42747, 2.145401
01457;Vitry-sur-Seine;Vitry-sur-Seine;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;VITRY SUR SEINE GARE;1;1;Vitry-sur-Seine;94400;Vitry-sur-Seine;94-081;Val-de-Marne;Île-de-France;2.402229;48.800768;0087545293;VYB;b;;;GARE VITRY SUR SEINE;;48.800768, 2.402229
01458;Choisy-le-Roi;Choisy-le-Roi;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;CHOISY LE ROI GARE;1;1;Choisy-le-Roi;94600;Choisy-le-Roi;94-022;Val-de-Marne;Île-de-France;2.411102;48.763974;0087545285;CLR;b;;;GARE CHOISY LE ROI;;48.763974, 2.411102
01462;Juvisy;Juvisy;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;JUVISY P GARE;1;1;Juvisy;91260;Juvisy-sur-Orge;91-326;Essonne;Île-de-France;2.38267;48.68917;0087545244;JYS;b;;;GARE JUVISY;;48.68917, 2.38267
01448;Sermaise;Sermaise;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;SERMAISE GARE;1;1;Sermaise;91530;Sermaise;91-593;Essonne;Île-de-France;2.06865;48.53536;0087545517;SXE;b;;;Gare Sermaise;;48.53536, 2.06865
01360;Dangé-Saint-Romain;Dangé-Saint-Romain;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;DANGE P GARE;1;1;Dangé-Saint-Romain;86220;Dangé-Saint-Romain;86-092;Vienne;Nouvelle-Aquitaine;0.6087754;46.9378397;0087575126;DGE;c;1;;GARES C POITOU CHARENTES;;46.9378397, 0.6087754
01359;Ingrandes sur Vienne;Ingrandes sur Vienne;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;INGRANDES SUR VIENNE GARE;1;1;Ingrandes sur Vienne;86220;Ingrandes;86-111;Vienne;Nouvelle-Aquitaine;0.5691164;46.8746283;0087575134;IGR;c;1;;GARES C POITOU CHARENTES;;46.8746283, 0.5691164
01364;Sainte-Maure - Noyant;Sainte-Maure - Noyant;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;SAINTE MAURE NOYANT GARE;1;1;Sainte-Maure - Noyant;37800;Noyant-de-Touraine;37-176;Indre-et-Loire;Centre-Val de Loire;0.5769439;47.1112361;0087575050;SYT;c;1;;GARES C CENTRE;;47.1112361, 0.5769439
01362;Port-de-Piles;Port-de-Piles;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;PORT DE PILES P GARE;1;1;Port-de-Piles;37000;Celle-Saint-Avant;37-045;Indre-et-Loire;Centre-Val de Loire;0.5989179;47.0102599;0087575076;PPJ;c;1;;GARES C CENTRE;;47.0102599, 0.5989179
01371;Notre-Dame-d'Oé;Notre-Dame-d'Oé;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;NOTRE DAME D OE GARE;1;1;Notre-Dame-d'Oé;37390;Notre-Dame-d'Oé;37-172;Indre-et-Loire;Centre-Val de Loire;0.7070252;47.4595668;0087574699;NDA;c;1;;GARES C CENTRE;;47.4595668, 0.7070252
01377;Fréteval - Morée;Fréteval - Morée;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;FRETEVAL MOREE GARE;1;1;Fréteval - Morée;41160;Fréteval;41-095;Loir-et-Cher;Centre-Val de Loire;1.211813;47.8919172;0087574533;FRE;c;1;;GARES C CENTRE;;47.8919172, 1.211813
01401;Saint-Genouph;Saint-Genouph;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;SAINT GENOUPH GARE;1;1;Saint-Genouph;37510;Saint-Genouph;37-219;Indre-et-Loire;Centre-Val de Loire;0.5969502;47.3710109;0087571851;SCO;c;1;;GARES C CENTRE;;47.3710109, 0.5969502
01363;Maillé;Maillé;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;MAILLE HALTE;1;1;Maillé;37800;Maillé;37-142;Indre-et-Loire;Centre-Val de Loire;0.5830236;47.0533855;0087575068;MAX;c;1;;GARES C CENTRE;;47.0533855, 0.5830236
01391;Menars;Menars;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;MENARS GARE;1;1;Menars;41500;Menars;41-134;Loir-et-Cher;Centre-Val de Loire;1.405617;47.6450036;0087574244;EIR;c;1;;GARES C CENTRE;;47.6450036, 1.405617
01382;Azay-sur-Cher;Azay-sur-Cher;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;AZAY SUR CHER GARE;1;1;Azay-sur-Cher;37270;Azay-sur-Cher;37-015;Indre-et-Loire;Centre-Val de Loire;0.8599885;47.3652695;0087574442;;c;1;;GARES C CENTRE;;47.3652695, 0.8599885
01112;Saint-Léon-sur-l'Isle;Saint-Léon-sur-l'Isle;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SAINT LEON SUR L ISLE GARE;1;1;Saint-Léon-sur-l'Isle;24110;Saint-Léon-sur-l'Isle;24-442;Dordogne;Nouvelle-Aquitaine;0.4923106;45.1233004;0087595264;XLI;c;1;;GARES C AQUITAINE;;45.1233004, 0.4923106
01153;Montaignac-Saint-Hippolyte;Montaignac-Saint-Hippolyte;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;MONTAIGNAC ST HIPPOLYTE GARE;1;1;Montaignac-Saint-Hippolyte;19300;Montaignac-Saint-Hippolyte;19-143;Corrèze;Nouvelle-Aquitaine;1.9797531;45.3546898;0087594135;MCE;c;1;;GARES C LIMOUSIN;;45.3546898, 1.9797531
01117;Château-l'Évêque;Château-l'Évêque;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;CHATEAU L EVEQUE;1;1;Château-l'Évêque;24460;Château-l'Évêque;24-115;Dordogne;Nouvelle-Aquitaine;0.6882106;45.2445887;0087595165;CEQ;c;1;;GARES C AQUITAINE;;45.2445887, 0.6882106
01110;Douzillac;Douzillac;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;DOUZILLAC GARE;1;1;Douzillac;24190;Douzillac;24-157;Dordogne;Nouvelle-Aquitaine;0.4173893;45.0794691;0087595280;DUZ;c;1;;GARES C AQUITAINE;;45.0794691, 0.4173893
01146;Gignac - Cressensac;Gignac - Cressensac;Yes;No;Agence Grand Sud;REGION LIMOUSIN;UG Limousin;GIGNAC CRESSENSAC (LOT) P GARE;1;1;Gignac - Cressensac;46600;Gignac;46-118;Lot;Occitanie;1.4831648;45.0146074;0087594325;GCC;c;1;;GARES C MIDI PYRENEES;;45.0146074, 1.4831648
01120;Thiviers;Thiviers;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;THIVIERS GARE;1;1;Thiviers;24800;Thiviers;24-551;Dordogne;Nouvelle-Aquitaine;0.921348;45.418965;0087595124;TIV;b;1;;Gare Thiviers;;45.418965, 0.921348
01128;Lubersac;Lubersac;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;LUBERSAC GARE;1;1;Lubersac;19210;Lubersac;19-121;Corrèze;Nouvelle-Aquitaine;1.3888289;45.4446152;0087594671;LRZ;c;1;;GARES C LIMOUSIN;;45.4446152, 1.3888289
01145;Souillac;Souillac;Yes;No;Agence Grand Sud;REGION LIMOUSIN;UG Midi Pyrénées TER;SOUILLAC GARE;1;1;Souillac;46200;Souillac;46-309;Lot;Occitanie;1.466605;44.902127;0087594333;SOU;b;1;;Gare Souillac;;44.902127, 1.466605
01125;Puybrun;Puybrun;Yes;No;Agence Grand Sud;REGION LIMOUSIN;UG Limousin;PUYBRUN GARE;1;1;Puybrun;46130;Puybrun;46-229;Lot;Occitanie;1.7841548;44.9216335;0087594754;PBN;c;1;;GARES C MIDI PYRENEES;;44.9216335, 1.7841548
01127;Vayrac;Vayrac;Yes;No;Agence Grand Sud;REGION LIMOUSIN;UG Limousin;VAYRAC GARE;1;1;Vayrac;46110;Vayrac;46-330;Lot;Occitanie;1.7062871;44.9501471;0087594739;VAY;c;1;;GARES C MIDI PYRENEES;;44.9501471, 1.7062871
01416;La Membrolle-sur-Choisille;La Membrolle-sur-Choisille;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;LA MEMBROLLE SUR CHOISILLE GARE;1;1;La Membrolle-sur-Choisille;37390;Membrolle-sur-Choisille;37-151;Indre-et-Loire;Centre-Val de Loire;0.6407872;47.4313179;0087571513;LRL;c;1;;GARES C CENTRE;;47.4313179, 0.6407872
01406;La Chapelle-sur-Loire;La Chapelle-sur-Loire;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;LA CHAPELLE SUR LOIRE GARE;1;1;La Chapelle-sur-Loire;37140;Chapelle-sur-Loire;37-058;Indre-et-Loire;Centre-Val de Loire;0.2184812;47.251227;0087571802;WSL;c;1;;GARES C CENTRE;;47.251227, 0.2184812
01413;Saint-Paterne;Saint-Paterne;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;SAINT PATERNE GARE;1;1;Saint-Paterne;37370;Saint-Paterne-Racan;37-231;Indre-et-Loire;Centre-Val de Loire;0.4783289;47.6042003;0087571554;SPN;c;1;;GARES C CENTRE;;47.6042003, 0.4783289
01442;Châteaudun;Châteaudun;Yes;No;Agence Centre-Ouest;REGION DE PARIS RIVE GAUCHE;UG Centre;CHATEAUDUN GARE;1;1;Châteaudun;28200;Châteaudun;28-088;Eure-et-Loir;Centre-Val de Loire;1.338133;48.073463;0087545756;CUN;b;1;;Gare Chateaudun;;48.073463, 1.338133
01407;Port Boulet;Port Boulet;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;PORT BOULET GARE;1;1;Port Boulet;37800;Chouzé-sur-Loire;37-074;Indre-et-Loire;Centre-Val de Loire;0.155648;47.248836;0087571794;PBT;b;1;;Gare Port Boulet;;47.248836, 0.155648
01425;Montlouis;Montlouis;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;MONTLOUIS GARE;1;1;Montlouis;37270;Montlouis-sur-Loire;37-156;Indre-et-Loire;Centre-Val de Loire;0.8173987;47.3915307;0087571273;NTU;c;1;;GARES C CENTRE;;47.3915307, 0.8173987
